"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","CRMCODEA","CRMC_DEA","ADVMATX","ADVMATX_","MATNSPCX","MATN_PCX","CRMCDA1","CRMCDA1_","CRMCDA2","CRMCDA2_","CRMCDA3","CRMCDA3_","CRMCDA4","CRMCDA4_","CRMCDA5","CRMCDA5_","CRMCDA6","CRMCDA6_","CRMCDA7","CRMCDA7_","CRMCDA8","CRMCDA8_","CRMCDA9","CRMCDA9_"
"20084",1968052,14,0,"1","140","D",40,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20084",1968342,14,0,"1","230","D",2000,"F",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20084",1968472,19,0,"1","230","D",50,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20084",1968532,30,0,"1","300","D",25,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20084",1969142,24,0,"1","130","D",5500,"T",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20084",1970642,16,0,"1","170","D",300,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20084",1971544,24,0,"1","210","D",55,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20084",1971852,22,0,"1","130","D",50,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20084",1971932,19,0,"1","170","D",25,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20084",1972172,26,0,"1","170","D",50,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20084",1972562,15,0,"1","210","D",75,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20084",1972722,19,0,"1","300","D",148,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20084",1972992,15,0,"1","300","D",500,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1906235,21,0,"1","170","D",100,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1907645,25,0,"1","310","D",.,"H",287,"D","130","D","170","D","","A","","A","","A","","A","","A","","A","","A"
"20091",1907645,25,1,"1","130","D",214,"E",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1907645,25,2,"1","170","D",73,"E",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1908035,15,0,"1","","A",.,"A",40,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1908965,25,0,"1","130","D",150,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1909075,28,0,"1","300","D",110,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1909775,31,0,"1","","A",.,"A",496,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1912215,31,0,"1","300","D",331,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1915465,24,0,"1","150","D",58,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1916455,22,0,"1","","A",.,"A",78,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1916805,22,0,"1","130","D",250,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1917145,22,0,"1","230","D",35,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1920125,28,0,"1","","A",.,"A",300,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1920485,17,0,"1","170","D",90,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1920935,18,0,"1","","A",.,"A",200,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1921075,26,0,"1","130","D",150,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1922545,19,0,"1","","A",.,"A",40,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1922935,25,0,"1","170","D",50,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1925475,25,0,"1","130","D",250,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1926015,16,0,"1","100","D",2000,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1926105,24,0,"1","300","D",50,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1926865,21,0,"1","310","D",.,"H",.,"A","170","D","130","D","","A","","A","","A","","A","","A","","A","","A"
"20091",1926865,21,1,"1","170","D",31,"E",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1926865,21,2,"1","130","D",119,"E",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1927085,19,0,"1","","A",.,"A",80,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1927395,32,0,"1","170","D",46,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1927575,21,0,"1","","A",.,"A",2,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1927885,25,0,"1","170","D",160,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1927935,24,0,"1","230","D",520,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1928294,33,0,"1","130","D",100,"D",24,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1929644,15,0,"1","190","D",14,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1929824,19,0,"1","200","D",100,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1930894,26,0,"1","300","D",110,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1931464,16,0,"1","170","D",100,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1932284,21,0,"1","240","D",135,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1932494,20,0,"1","240","D",60,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1932684,33,0,"1","","A",.,"A",15,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1932844,19,0,"1","140","D",200,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1932944,28,0,"1","","A",.,"A",50,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1933064,32,0,"1","140","D",300,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1933904,26,0,"1","170","D",60,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1933984,30,0,"1","","A",.,"A",10,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1934724,19,0,"1","280","D",6400,"T",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1935544,27,0,"1","130","D",290,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1936004,27,0,"1","","A",.,"A",6,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1936124,17,0,"1","290","D",25,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1936544,32,0,"1","100","D",2000,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1936804,25,0,"1","300","D",130,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1939584,30,0,"1","130","D",300,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1940214,30,0,"1","","A",.,"A",160,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1940494,25,0,"1","170","D",20,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1940704,24,0,"1","","A",.,"A",500,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1941164,60,0,"1","170","D",7,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1942524,16,0,"1","130","D",265,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1942584,29,0,"1","","A",.,"A",20,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1943894,21,0,"1","210","D",20,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1946394,18,0,"1","100","D",1000,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1948484,30,0,"1","170","D",54,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1948674,16,0,"1","130","D",75,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1949234,42,0,"1","290","D",50,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1950104,27,0,"1","","A",.,"A",17,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1951293,24,0,"1","300","D",300,"D",18,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1951513,21,0,"1","170","D",25,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1955113,15,0,"1","","A",.,"A",200,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1955963,27,0,"1","","A",.,"A",144,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1956443,22,0,"1","230","D",150,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1956973,23,0,"1","300","D",100,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1957213,17,0,"1","190","D",10,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1957873,23,0,"1","170","D",45,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1957973,20,0,"1","","A",.,"A",150,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1958494,24,0,"1","240","D",300,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1958943,16,0,"1","","A",.,"A",43,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1960333,25,0,"1","","A",.,"A",300,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1960373,22,0,"1","210","D",60,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1961393,19,0,"1","300","D",196,"T",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1961863,25,0,"1","170","D",400,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1962073,14,0,"1","","A",.,"A",3,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1962083,32,0,"1","230","D",.,"T",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1962323,26,0,"1","130","D",45,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1962703,16,0,"1","","A",.,"A",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1962913,31,0,"1","170","D",8,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1962993,18,0,"1","140","D",300,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1963464,17,0,"1","170","D",150,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1964223,18,0,"1","170","D",11,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1965743,29,0,"1","170","D",50,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1966113,15,0,"1","200","D",18,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1966614,21,0,"1","","A",.,"A",25,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1967713,34,0,"1","","A",.,"A",15,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1968473,26,0,"1","130","D",63,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1970963,18,0,"1","170","D",40,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1972173,42,0,"1","160","D",15,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1974542,49,0,"1","300","D",90,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1974625,14,0,"1","300","D",30,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1974742,22,0,"1","","A",.,"A",30,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1974832,22,0,"1","","A",.,"A",60,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1976152,31,0,"1","","A",.,"A",343,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1976522,16,0,"1","","A",.,"A",200,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1976692,16,0,"1","170","D",75,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1976832,16,0,"1","180","D",15,"F",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1977402,22,0,"1","140","D",12,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1978142,33,0,"1","","A",.,"A",100,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1978422,33,0,"1","","A",.,"A",450,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1978452,25,0,"1","190","D",86,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1978532,19,0,"1","300","D",800,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1979472,26,0,"1","","A",.,"A",50,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1979522,21,0,"1","130","D",100,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1979652,14,0,"1","290","D",40,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1979822,23,0,"1","170","D",65,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1979962,50,0,"1","170","D",15,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1980053,28,0,"1","170","D",1063,"T",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1980162,26,0,"1","","A",.,"A",25,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1980332,36,0,"1","190","D",15,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1980612,13,0,"1","130","D",729,"T",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1980632,19,0,"1","280","D",6400,"T",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1981704,18,0,"1","310","D",.,"H",.,"A","130","D","280","D","","A","","A","","A","","A","","A","","A","","A"
"20091",1981704,18,1,"1","130","D",300,"E",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1982122,32,0,"1","170","D",230,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1982832,34,0,"1","130","D",300,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1983032,58,0,"1","210","D",80,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1983374,21,0,"1","270","D",1800,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1983465,38,0,"1","170","D",50,"F",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1983792,25,0,"1","130","D",270,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1984292,19,0,"1","300","D",365,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1984302,18,0,"1","230","D",400,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1984342,23,0,"1","170","D",60,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1984662,16,0,"1","300","D",98,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1985592,30,0,"1","300","D",90,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1985623,28,0,"1","170","D",60,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1986645,15,0,"1","180","D",20,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1986784,14,0,"1","300","D",2,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1987312,17,0,"1","140","D",700,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1987382,16,0,"1","150","D",600,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1987505,23,0,"1","170","D",36,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1987842,27,0,"1","230","D",1300,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1989084,23,0,"1","","A",.,"A",5000,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1989842,18,0,"1","200","D",89,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1990522,14,0,"1","160","D",1283,"T",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1991542,19,0,"1","130","D",250,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1991732,18,0,"1","230","D",150,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1991752,23,0,"1","170","D",60,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1991992,27,0,"1","180","D",15,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1993923,16,0,"1","","A",.,"A",80,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1993992,23,0,"1","130","D",5500,"T",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1994982,18,0,"1","300","D",25,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1995074,25,0,"1","210","D",100,"D",.,"A","","A","","A","","A","","A","","A","","A","","A","","A","","A"
"20091",1995432,29,0,"1","","A",.,"A",50,"D","","A","","A","","A","","A","","A","","A","","A","","A","","A"
