"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOG","PROP0NOG","OWNYG","OWNYG_","NEWMRTG","NEWMRTG_","ORGMRTG","ORGMRTG_","QMRTTRMG","QMRT_RMG","MRTPMTG","MRTPMTG_","PAYPRTXG","PAYP_TXG","PAYPRING","PAYP_ING","PAYMRING","PAYM_ING","PAYOTHRG","PAYO_HRG","QESCROWG","QESC_OWG","QPRINM1G","QPRI_M1G","QPRINM2G","QPRI_M2G","QPRINM3G","QPRI_M3G","QADINT1G","QADI_T1G","QADINT2G","QADI_T2G","QADINT3G","QADI_T3G","QRFINDTG","QRFI_DTG","FRSTPYMG","FRST_YMG","FRSTPYRG","FRST_YRG","FIXDRTEG","FIXD_TEG","QNEWDATG","QNEW_ATG","QBLNCM1G","QBLN_M1G","QBLNCM2G","QBLN_M2G","QBLNCM3G","QBLN_M3G","LOAN_NOG","LOAN0NOG","VARRTEG","VARRTEG_","INTONLYG","INTO_LYG","OTHRTEG","OTHRTEG_","PAYMT1G","PAYMT1G_","PAYMT2G","PAYMT2G_","PAYMT3G","PAYMT3G_","PAYPRNPG","PAYP_NPG","PAYINTG","PAYINTG_"
"20131",2529905,76,0,"5","01","D","100","D",0.13,"D",14845,"D",6,"D",298,"D",,"A",,"A",,"A",,"A",0,"D",184,"D",.,"A",.,"A",112,"D",.,"A",.,"A","122012","D","08","D","2010","D","1","D",,"A",10569,"D",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2531605,41,0,"5","01","D","100","D",0.08,"D",136033,"D",15,"D",1300,"D",,"A",,"A",,"A",,"A",0,"D",710,"D",715,"D",720,"D",590,"D",585,"D",580,"D",,"A","06","D","2005","D","1","D",,"A",88479,"D",87769,"D",87054,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2532035,50,0,"5","01","D","100","D",0.08,"F",51000,"F",15,"F",500,"F",,"B",,"B",,"B",,"B",13,"F",160,"F",161,"F",162,"F",327,"F",326,"F",325,"F",,"A","09","F","2011","F","1","F",,"A",49011,"F",48850,"F",48689,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2532785,64,0,"5","01","D","100","D",0.0859,"D",40000,"D",10,"D",667,"D","3","D","4","D",,"A",,"A",169,"D",276,"D",278,"D",280,"D",222,"D",220,"D",218,"D",,"A","10","D","2009","D","1","D",,"A",31070,"D",30794,"D",30516,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2532885,31,0,"5","01","D","100","D",0.0675,"F",65000,"F",15,"F",640,"F",,"B",,"B",,"B",,"B",65,"F",437,"F",439,"F",441,"F",138,"F",136,"F",134,"F",,"A","01","F","2002","F","1","F",,"A",24611,"F",24174,"F",23735,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2533355,39,0,"5","01","D","100","D",0.097,"F",21000,"F",15,"F",228,"F",,"B",,"B",,"B",,"B",6,"F",90,"F",90,"F",91,"F",125,"F",125,"F",124,"F",,"A","05","F","2007","F","1","F",,"A",16378,"F",16289,"F",16198,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2533455,42,0,"5","01","D","100","D",0.07,"D",85000,"D",15,"D",789,"D",,"B",,"B",,"B",,"B",25,"D",365,"D",367,"D",369,"D",399,"D",397,"D",395,"D",,"A","06","D","2008","D","1","D",,"A",68401,"D",68036,"D",67669,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2533775,26,0,"5","01","D","100","D",0.0859,"D",279280,"T",10,"D",2869,"T",,"A",,"A",,"A",,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","07","D","2003","D","2","D",,"A",25268,"D",22188,"D",19085,"D","01","D","1","D",,"A",,"A",.,"C",.,"C",.,"C","1","D","2","D"
"20131",2533825,31,0,"5","01","D","100","D",0.06,"D",12000,"D",6,"D",199,"D",,"A",,"A",,"A",,"A",0,"D",159,"D",160,"D",161,"D",40,"D",39,"D",38,"D",,"A","08","D","2010","D","1","D",,"A",7993,"D",7834,"D",7674,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2536505,56,0,"5","01","D","100","D",0.0775,"F",14130,"F",15,"F",133,"F",,"A",,"A",,"A",,"A",0,"F",111,"F",112,"F",112,"F",22,"F",21,"F",21,"F",,"A","04","F","2000","F","1","F",,"A",3397,"F",3286,"F",3175,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2537515,46,0,"5","01","D","100","D",0.065,"D",63138,"D",15,"D",550,"D",,"A",,"A",,"A",,"A",0,"D",275,"D",277,"D",278,"D",275,"D",273,"D",272,"D",,"A","08","D","2008","D","1","D",,"A",50684,"D",50408,"D",50131,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2538395,39,0,"5","01","D","100","D",0.07,"D",7500,"D",5,"D",240,"D",,"B",,"B",,"B",,"B",91,"D",141,"D",142,"D",142,"D",8,"D",7,"D",7,"D",,"A","10","D","2008","D","1","D",,"A",1410,"D",1269,"D",1128,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2538825,25,0,"5","01","D","100","D",0.0859,"D",14141,"D",15,"D",140,"D",,"A",,"A",,"A",,"A",0,"D",59,"D",59,"D",59,"D",81,"D",81,"D",81,"D",,"A","02","D","2008","D","1","D",,"A",11365,"D",11307,"D",11248,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2538905,31,0,"5","01","D","100","D",0.06,"D",20000,"D",15,"D",335,"D",,"B",,"B",,"B",,"B",166,"D",79,"D",80,"D",80,"D",60,"D",60,"D",60,"D",,"A","08","D","2010","D","1","D",,"A",17932,"D",17852,"D",17773,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2539755,90,0,"5","01","D","100","D",0.0775,"D",14130,"D",15,"D",133,"D",,"A",,"A",,"A",,"A",0,"D",111,"D",112,"D",112,"D",22,"D",21,"D",21,"D",,"A","04","D","2000","D","1","D",,"A",3397,"D",3286,"D",3175,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2540395,51,0,"5","01","D","100","D",0.0625,"F",30000,"F",20,"F",775,"F",,"B",,"B",,"B",,"B",556,"F",133,"F",134,"F",135,"F",86,"F",85,"F",84,"F",,"A","09","F","2000","F","1","F",,"A",16459,"F",16326,"F",16192,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2542335,38,0,"5","01","D","100","D",0.063,"F",40000,"F",10,"F",496,"F",,"B",,"B",,"B",,"B",46,"F",339,"F",341,"F",343,"F",111,"F",109,"F",107,"F",,"A","04","F","2007","F","1","F",,"A",21128,"F",20789,"F",20448,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2543765,32,0,"5","01","D","100","D",0.0859,"D",13838,"D",15,"D",137,"D",,"A",,"A",,"A",,"A",0,"D",105,"D",106,"D",107,"D",32,"D",31,"D",30,"D",,"A","01","D","2001","D","1","D",,"A",4439,"D",4334,"D",4228,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2545244,30,0,"5","01","D","100","D",0.0859,"D",20000,"D",15,"D",198,"D",,"A",,"A",,"A",,"A",0,"D",56,"D",57,"D",57,"D",142,"D",141,"D",141,"D",,"A","06","D","2012","D","1","D",,"A",19778,"D",19722,"D",19665,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2547464,31,0,"5","01","D","100","D",0.0775,"F",14130,"F",15,"F",133,"F",,"A",,"A",,"A",,"A",0,"F",111,"F",112,"F",112,"F",22,"F",21,"F",21,"F",,"A","04","F","2000","F","1","F",,"A",3397,"F",3286,"F",3175,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2548644,20,0,"5","01","D","100","D",0.0859,"F",22374,"F",5,"F",460,"F",,"C",,"C",,"C",,"C",0,"F",369,"F",371,"F",374,"F",91,"F",89,"F",86,"F",,"A","06","F","2010","F","1","F",,"A",12748,"F",12380,"F",12008,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20131",2551064,21,0,"5","01","D","100","D",0.0859,"D",50000,"D",10,"D",622,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",118,"D",118,"D",118,"D",,"A","04","D","2007","D","2","D",,"A",50000,"D",50000,"D",50000,"D","01","D","1","D",,"A",,"A",118,"D",118,"D",118,"D",,"A","2","D"
"20131",2551774,41,0,"5","01","D","100","D",0.04,"D",9877,"D",10,"D",100,"D",,"A",,"A",,"A",,"A",0,"D",70,"D",70,"D",71,"D",30,"D",30,"D",29,"D",,"A","09","D","2011","D","1","D",,"A",8987,"D",8917,"D",8847,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2553554,42,0,"5","01","D","100","D",0.14,"F",4881,"F",15,"F",65,"F",,"A",,"A",,"A",,"A",0,"F",61,"F",61,"F",62,"F",4,"F",4,"F",3,"F",,"A","05","F","1998","F","1","F",,"A",376,"F",315,"F",254,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2553554,43,0,"5","01","D","100","D",0.0859,"F",13838,"F",15,"F",137,"F",,"A",,"A",,"A",,"A",0,"F",105,"F",106,"F",107,"F",32,"F",31,"F",30,"F",,"A","01","F","2001","F","1","F",,"A",4439,"F",4334,"F",4228,"F","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2554624,61,0,"5","01","D","100","D",0.0859,"D",25468,"D",10,"D",317,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",317,"D",317,"D",317,"D",,"A","09","D","2009","D","1","D",,"A",25468,"D",25468,"D",25468,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"A","2","D"
"20131",2555904,35,0,"5","01","D","200","D",0.08,"D",17789,"D",15,"D",170,"D",,"A",,"A",,"A",,"A",0,"D",95,"D",96,"D",97,"D",75,"D",74,"D",73,"D",,"A","01","D","2005","D","1","D",,"A",11195,"D",11100,"D",11004,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2556674,59,0,"5","01","D","100","D",0.0859,"F",18000,"F",10,"F",224,"F",,"A",,"A",,"A",,"A",0,"F",188,"F",189,"F",191,"F",174,"F",173,"F",171,"F",,"A","07","F","2010","F","2","F",,"A",15060,"F",14944,"F",14827,"F","01","D",,"A",,"A",,"A",362,"F",362,"F",362,"F","1","D","2","D"
"20131",2557204,38,0,"5","01","D","100","D",0.052,"D",36900,"D",12,"D",345,"D",,"A",,"A",,"A",,"A",0,"D",266,"D",267,"D",268,"D",79,"D",78,"D",77,"D",,"A","11","D","2005","D","1","D",,"A",18193,"D",17927,"D",17660,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2557304,42,0,"5","01","D","100","D",0.08,"D",30000,"D",15,"D",400,"D",,"B",,"B",,"B",,"B",113,"D",105,"D",106,"D",107,"D",182,"D",181,"D",180,"D",,"A","06","D","2010","D","1","D",,"A",27227,"D",27121,"D",27015,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2558004,42,0,"5","01","D","100","D",0.0859,"D",71500,"D",5,"D",1470,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",220,"D",220,"D",220,"D",,"A","03","D","2008","D","2","D",,"A",71500,"D",71500,"D",71500,"D","01","D","1","D",,"A",,"A",220,"D",220,"D",220,"D",,"A","2","D"
"20131",2558934,56,0,"5","01","D","100","D",0.045,"D",28000,"D",5,"D",549,"D",,"B",,"B",,"B",,"B",27,"D",461,"D",463,"D",465,"D",61,"D",59,"D",57,"D",,"A","08","D","2010","D","1","D",,"A",16175,"D",15713,"D",15250,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2559424,80,0,"5","01","D","100","D",0.08,"D",26000,"D",15,"D",250,"D",,"B",,"B",,"B",,"B",2,"D",125,"D",125,"D",126,"D",123,"D",123,"D",122,"D",,"A","06","D","2006","D","1","D",,"A",18518,"D",18394,"D",18268,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2559684,28,0,"5","01","D","100","D",0.0859,"D",33665,"D",6,"D",600,"D",,"A",,"A",,"A",,"A",0,"D",488,"D",491,"D",495,"D",112,"D",109,"D",105,"D",,"A","04","D","2009","D","1","D",,"A",15662,"D",15175,"D",14683,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2559854,32,0,"5","01","D","100","D",0.0859,"D",3030,"D",15,"D",30,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",30,"D",30,"D",30,"D",,"A","07","D","2002","D","1","D",,"A",3030,"D",3030,"D",3030,"D","01","D",,"A","2","D",,"A",.,"A",.,"A",.,"A",,"A","2","D"
"20131",2561114,37,0,"5","01","D","100","D",0.0859,"F",8790,"F",5,"F",265,"F",,"B",,"B",,"B",,"B",84,"F",127,"F",128,"F",129,"F",54,"F",53,"F",52,"F",,"A","12","F","2011","F","1","F",,"A",7570,"F",7444,"F",7316,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2561134,59,0,"5","01","D","100","D",0.05,"D",30000,"D",10,"D",380,"D",,"B",,"B",,"B",,"B",62,"D",213,"D",214,"D",215,"D",105,"D",104,"D",103,"D",,"A","11","D","2010","D","1","D",,"A",25139,"D",24926,"D",24712,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2561534,31,0,"5","01","D","100","D",0.045,"D",25000,"D",15,"D",396,"D",,"B",,"B",,"B",,"B",205,"D",136,"D",136,"D",137,"D",55,"D",55,"D",54,"D",,"A","06","D","2005","D","1","D",,"A",14748,"D",14612,"D",14476,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2562284,39,0,"5","01","D","100","D",0.09,"D",64000,"D",15,"D",729,"D","3","D","4","D",,"A",,"A",80,"D",215,"D",216,"D",218,"D",434,"D",433,"D",431,"D",,"A","03","D","2010","D","1","D",,"A",57913,"D",57699,"D",57483,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2564724,23,0,"5","01","D","100","D",0.0437,"D",21500,"D",15,"D",300,"D",,"B",,"B",,"B",,"B",137,"D",150,"D",150,"D",151,"D",13,"D",13,"D",12,"D",,"A","10","D","1999","D","1","D",,"A",3601,"D",3452,"D",3301,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2564834,38,0,"1","01","D","200","D",0.0875,"F",20000,"F",.,"A",.,"A","3","F",,"A",,"A",,"A",.,"A",21,"F",21,"F",21,"F",8,"F",8,"F",8,"F",,"A","12","F","2005","D","2","D",,"A",18652,"F",18630,"F",18609,"F","01","D",,"C",,"C",,"C",157,"F",157,"F",157,"F",,"C",,"A"
"20131",2565674,34,0,"5","01","D","100","D",0.0859,"F",22374,"F",5,"F",460,"F",,"C",,"C",,"C",,"C",0,"F",369,"F",371,"F",374,"F",91,"F",89,"F",86,"F",,"A","06","F","2010","F","1","F",,"A",12748,"F",12380,"F",12008,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20131",2565834,33,0,"5","01","D","100","D",0.09,"F",25000,"F",20,"F",250,"F",,"B",,"B",,"B",,"B",25,"F",57,"F",58,"F",58,"F",168,"F",167,"F",167,"F",,"A","01","F","2008","F","1","F",,"A",22345,"F",22288,"F",22230,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2566084,57,0,"5","01","D","100","D",0.0859,"D",9962,"D",10,"D",124,"D",,"A",,"A",,"A",,"A",0,"D",81,"D",82,"D",83,"D",43,"D",42,"D",41,"D",,"A","10","D","2007","D","1","D",,"A",5950,"D",5868,"D",5786,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2568014,44,0,"5","01","D","100","D",0.0859,"D",9192,"D",15,"D",91,"D",,"A",,"A",,"A",,"A",0,"D",72,"D",72,"D",73,"D",19,"D",19,"D",18,"D",,"A","09","D","2000","D","1","D",,"A",2667,"D",2595,"D",2523,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2568134,25,0,"5","01","D","100","D",0.04,"F",50000,"F",10,"F",525,"F",,"B",,"B",,"B",,"B",19,"F",464,"F",466,"F",467,"F",42,"F",40,"F",39,"F",,"A","01","F","2005","F","1","F",,"A",12612,"F",12148,"F",11683,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2568324,32,0,"5","01","D","100","D",.,"C",30000,"D",15,"D",75,"D",,"A",,"A",,"A",,"A",.,"B",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","06","D","2013","D","1","D",,"A",.,"A",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2570594,56,0,"5","01","D","100","D",0.0859,"D",12593,"D",7,"D",200,"D",,"A",,"A",,"A",,"A",0,"D",196,"D",197,"D",199,"D",4,"D",3,"D",1,"D",,"A","03","D","2006","D","1","D",,"A",591,"D",396,"D",198,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2570884,66,0,"5","01","D","100","D",0.065,"D",15333,"D",5,"D",300,"D",,"A",,"A",,"A",,"A",0,"D",255,"D",256,"D",258,"D",45,"D",44,"D",42,"D",,"A","06","D","2010","D","1","D",,"A",8287,"D",8032,"D",7775,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2571954,29,0,"5","01","D","100","D",0.0859,"F",52222,"F",10,"F",650,"F",,"A",,"A",,"A",,"A",0,"F",305,"F",307,"F",310,"F",345,"F",343,"F",340,"F",,"A","08","F","2011","F","1","F",,"A",48170,"F",47865,"F",47558,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2572204,52,0,"5","01","D","100","D",0.06,"F",80000,"F",10,"F",888,"F",,"A",,"A",,"A",,"A",0,"F",404,"F",406,"F",408,"F",172,"F",170,"F",168,"F",,"A","10","F","2008","F","2","F",,"A",52971,"F",52348,"F",51721,"F","01","D",,"A",,"A",,"A",576,"F",576,"F",576,"F","1","D","2","D"
"20131",2574084,22,0,"5","01","D","100","D",0.0859,"F",9192,"F",15,"F",91,"F",,"A",,"A",,"A",,"A",0,"F",72,"F",72,"F",73,"F",19,"F",19,"F",18,"F",,"A","09","F","2000","F","1","F",,"A",2667,"F",2595,"F",2523,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2574554,30,0,"5","01","D","100","D",0.0859,"F",22374,"F",5,"F",460,"F",,"C",,"C",,"C",,"C",0,"F",369,"F",371,"F",374,"F",91,"F",89,"F",86,"F",,"A","06","F","2010","F","1","F",,"A",12748,"F",12380,"F",12008,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20131",2576324,48,0,"5","01","D","100","D",0.109,"D",11000,"D",15,"D",247,"D",,"B",,"B",,"B",,"B",123,"D",26,"D",26,"D",27,"D",98,"D",98,"D",97,"D",,"A","03","D","2012","D","1","D",,"A",10775,"D",10749,"D",10723,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2577764,51,0,"5","01","D","100","D",0.0859,"D",13000,"D",7,"D",348,"D",,"B",,"B",,"B",,"B",142,"D",161,"D",162,"D",164,"D",45,"D",44,"D",42,"D",,"A","10","D","2008","D","1","D",,"A",6239,"D",6078,"D",5915,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2578963,75,0,"5","01","D","100","D",0.0859,"D",35311,"D",5,"D",726,"D",,"A",,"A",,"A",,"A",0,"D",639,"D",643,"D",648,"D",87,"D",83,"D",78,"D",,"A","04","D","2009","D","1","D",,"A",12220,"D",11581,"D",10938,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2579003,44,0,"5","01","D","100","D",0.09,"D",30629,"D",10,"D",388,"D",,"A",,"A",,"A",,"A",0,"D",327,"D",329,"D",332,"D",61,"D",59,"D",56,"D",,"A","09","D","2004","D","1","D",,"A",8168,"D",7841,"D",7512,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2579143,55,0,"5","01","D","100","D",0.0859,"F",58000,"F",14,"F",664,"F",,"B",,"B",,"B",,"B",69,"F",423,"F",426,"F",429,"F",172,"F",169,"F",166,"F",,"A","10","F","2002","F","1","F",,"A",23998,"F",23575,"F",23149,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2580153,27,0,"5","01","D","100","D",0.0675,"F",65000,"F",15,"F",640,"F",,"B",,"B",,"B",,"B",65,"F",437,"F",439,"F",441,"F",138,"F",136,"F",134,"F",,"A","01","F","2002","F","1","F",,"A",24611,"F",24174,"F",23735,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2581693,23,0,"5","01","D","100","D",0.0449,"D",80000,"D",10,"D",829,"D",,"A",,"A",,"A",,"A",0,"D",569,"D",572,"D",574,"D",231,"D",228,"D",226,"D",,"A","05","D","2010","D","2","D",,"A",63816,"D",63226,"D",62634,"D","01","D","1","D",,"A",,"A",800,"D",800,"D",800,"D","1","D","2","D"
"20131",2581963,39,0,"5","01","D","100","D",0.04,"D",40000,"D",20,"D",242,"D",,"A",,"A",,"A",,"A",0,"D",118,"D",118,"D",118,"D",124,"D",124,"D",124,"D",,"A","10","D","2010","D","1","D",,"A",37290,"D",37172,"D",37054,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2582843,49,0,"5","01","D","100","D",0.0613,"D",61339,"D",10,"D",685,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",685,"D",685,"D",685,"D",,"A","07","D","2006","D","1","D",,"A",61339,"D",61339,"D",61339,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"A","2","D"
"20131",2585013,45,0,"5","01","D","100","D",0.0859,"D",68094,"D",5,"D",1400,"D",,"A",,"A",,"A",,"A",0,"D",932,"D",939,"D",1527,"T",468,"D",461,"D",454,"D",,"A","07","D","2012","D","1","D",,"A",65337,"D",64404,"D",63465,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2585473,36,0,"5","01","D","100","D",0.05,"D",53000,"D",15,"D",560,"D",,"B",,"B",,"B",,"B",141,"D",.,"A",289,"D",291,"D",.,"A",130,"D",128,"D",,"A","04","D","2005","D","1","D","112012","D",.,"A",31126,"D",30837,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2585473,52,0,"5","01","D","100","D",0.0859,"D",53000,"D",15,"D",621,"D",,"A",,"A","5","D",,"A",96,"D",279,"D",.,"A",.,"A",246,"D",.,"A",.,"A","112012","D","03","D","2005","D","1","D",,"A",34412,"D",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2588043,58,0,"5","01","D","100","D",0.058,"F",95000,"F",10,"F",1045,"F",,"A",,"A",,"A",,"A",0,"F",935,"F",940,"F",944,"F",110,"F",105,"F",101,"F",,"A","09","F","2004","F","1","F",,"A",22721,"F",21786,"F",20846,"F","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2588063,29,0,"5","01","D","100","D",0.08,"D",51000,"D",15,"D",500,"D",,"B",,"B",,"B",,"B",13,"D",160,"D",161,"D",162,"D",327,"D",326,"D",325,"D",,"A","09","D","2011","D","1","D",,"A",49011,"D",48850,"D",48689,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2588173,66,0,"5","01","D","100","D",0.0859,"F",47676,"F",15,"F",472,"F",,"A",,"A",,"A",,"A",0,"F",243,"F",245,"F",247,"F",229,"F",227,"F",225,"F",,"A","07","F","2005","F","1","F",,"A",31972,"F",31729,"F",31484,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2588533,33,0,"5","01","D","100","D",0.0859,"D",58000,"D",14,"D",664,"D",,"B",,"B",,"B",,"B",69,"D",423,"D",426,"D",429,"D",172,"D",169,"D",166,"D",,"A","10","D","2002","D","1","D",,"A",23998,"D",23575,"D",23149,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2589003,38,0,"5","01","D","100","D",0.0859,"D",18500,"D",10,"D",230,"D",,"A",,"A",,"A",,"A",0,"D",189,"D",191,"D",192,"D",41,"D",39,"D",38,"D",,"A","01","D","2005","D","1","D",,"A",5670,"D",5480,"D",5290,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2594063,48,0,"5","01","D","100","D",0.05,"F",110585,"F",8,"F",1400,"F",,"A",,"A",,"A",,"A",0,"F",1537,"V",1546,"V",1527,"V",295,"F",291,"F",286,"F",,"A","07","F","2009","F","1","F",,"A",70900,"F",69796,"F",68687,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2594863,32,0,"5","01","D","100","D",0.0859,"D",164541,"D",10,"D",2048,"D","3","D","4","D",,"A",,"A",0,"D",883,"D",889,"D",895,"D",1165,"D",1159,"D",1153,"D",,"A","09","D","2012","D","1","D",,"A",218488,"T",215114,"T",213951,"T","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2597173,36,0,"5","01","D","100","D",0.0859,"F",33665,"F",6,"F",600,"F",,"A",,"A",,"A",,"A",0,"F",488,"F",491,"F",495,"F",112,"F",109,"F",105,"F",,"A","04","F","2009","F","1","F",,"A",15662,"F",15175,"F",14683,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20131",2597723,54,0,"5","02","D","200","D",0.06,"D",7204,"D",1,"D",620,"D",,"C",,"C",,"C",,"C",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","02","D","2006","D","1","D",,"A",.,"A",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20131",2599053,53,0,"5","01","D","100","D",0.0859,"F",20000,"F",12,"F",225,"F",,"B",,"B",,"B",,"B",2,"F",108,"F",108,"F",109,"F",115,"F",115,"F",114,"F",,"A","04","F","2009","F","1","F",,"A",16105,"F",15997,"F",15888,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
