"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","MAJAPPLY","MAJA_PLY","GFTC_MAJ","GFTC0MAJ","MAJ_MO","MAJ_MO_","MAJPURX","MAJPURX_","MAJRENTX","MAJR_NTX","MAJINSTX","MAJI_STX","MJAPPL1","MJAPPL1_","MJAPPL2","MJAPPL2_","MJAPPL3","MJAPPL3_","MJAPPL4","MJAPPL4_","MJAPPL5","MJAPPL5_","MJAPPL6","MJAPPL6_","MJAPPL7","MJAPPL7_","MJAPPL8","MJAPPL8_","MJAPPL9","MJAPPL9_"
"20131",2513435,1,0,"1","180","D","1","D","12","D",170,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2513775,1,0,"1","225","D","1","D","11","D",.,"H",.,"A",.,"H","200","D","190","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2513775,1,1,"1","200","D","1","D","11","D",666,"E",.,"A",23,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2513775,1,2,"1","190","D","1","D","11","D",1334,"E",.,"A",27,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2513775,2,0,"1","120","D","1","D","10","D",500,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2513775,3,0,"1","100","D","1","D","10","D",1800,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2513775,4,0,"1","160","D","1","D","10","D",600,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2513775,5,0,"1","140","D","1","D","10","D",2000,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2514535,1,0,"1","120","D","1","D","12","D",380,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2514775,1,0,"1","190","D","1","D","11","D",650,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2514775,2,0,"1","200","D","1","D","11","D",650,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2516235,1,0,"1","140","D","1","D","11","D",1000,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2517155,1,0,"1","200","D","1","D","12","D",600,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2517485,1,0,"2","120","D","1","D","10","D",350,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2517805,1,0,"1","120","D","1","D","10","D",70,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2517805,2,0,"1","140","D","1","D","11","D",163,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2518035,1,0,"1","190","D","1","D","10","D",50,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2518035,2,0,"2","200","D","1","D","10","D",50,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2518265,1,0,"1","140","D","3","D","11","D",1500,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2518385,1,0,"1","190","D","1","D","10","D",700,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2520095,1,0,"1","120","D","1","D","12","D",40,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2520115,1,0,"1","225","D","1","D","10","D",.,"H",.,"A",.,"A","200","D","190","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2520115,1,1,"1","200","D","1","D","10","D",475,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2520115,1,2,"1","190","D","1","D","10","D",949,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2520415,1,0,"1","140","D","3","D","12","D",216,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2520435,1,0,"1","225","D","1","D","11","D",.,"H",.,"A",.,"A","200","D","190","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2520435,1,1,"1","200","D","1","D","11","D",292,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2520435,1,2,"1","190","D","1","D","11","D",708,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2520905,1,0,"1","100","D","1","D","12","D",150,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2521125,1,0,"1","190","D","1","D","12","D",700,"D",.,"A",35,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2521125,2,0,"1","200","D","1","D","12","D",700,"D",.,"A",35,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2521385,1,0,"1","220","D","1","D","11","D",.,"H",.,"A",.,"H","220","D","100","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2521385,1,1,"1","100","D","1","D","11","D",72,"E",.,"A",131,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2521385,1,2,"1","120","D","1","D","11","D",677,"E",.,"A",88,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2521385,1,3,"1","140","D","1","D","11","D",217,"E",.,"A",85,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2521385,1,4,"1","180","D","1","D","11","D",134,"E",.,"A",97,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2521655,1,0,"1","100","D","1","D","11","D",120,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2522245,1,0,"1","100","D","1","D","12","D",800,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2522565,1,0,"2","180","D","1","D","10","D",150,"D",.,"A",100,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2522585,1,0,"1","120","D","1","D","12","D",109,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2523845,1,0,"2","100","D","1","D","11","D",295,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2523905,1,0,"1","140","D","1","D","01","D",1199,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2524085,1,0,"1","210","D","1","D","01","D",69,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2524155,1,0,"1","120","D","1","D","11","D",48,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2524735,1,0,"1","200","D","1","D","12","D",600,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2524935,1,0,"1","120","D","1","D","11","D",100,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2524955,1,0,"1","140","D","1","D","01","D",1000,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2525045,1,0,"1","190","D","1","D","01","D",269,"D",.,"A",20,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2525745,1,0,"1","140","D","1","D","11","D",2000,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2526045,1,0,"1","120","D","1","D","01","D",85,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2526045,2,0,"1","190","D","1","D","12","D",80,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2526595,1,0,"1","120","D","1","D","01","D",192,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2527025,1,0,"1","190","D","1","D","11","D",1200,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2527315,1,0,"1","160","D","1","D","01","D",600,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2527425,1,0,"1","120","D","1","D","11","D",190,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2527685,1,0,"1","190","D","1","D","01","D",216,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2528015,1,0,"1","100","D","1","D","01","D",1800,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2528205,1,0,"1","200","D","1","D","01","D",419,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2528245,1,0,"2","140","D","1","D","11","D",161,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2529515,1,0,"1","200","D","2","D",,"A",.,"A",336,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2529765,1,0,"1","220","D","1","D","01","D",.,"H",.,"A",.,"A","200","D","160","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2529765,1,1,"1","200","D","1","D","01","D",833,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2529765,1,2,"1","160","D","1","D","01","D",667,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2530025,1,0,"1","140","D","1","D","12","D",2100,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2530665,1,0,"1","200","D","1","D","12","D",408,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2530985,1,0,"1","120","D","1","D","01","D",63,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2531135,1,0,"1","100","D","1","D","12","D",750,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2531175,1,0,"1","140","D","1","D","01","D",200,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2531315,1,0,"1","200","D","1","D","01","D",400,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2531635,1,0,"1","120","D","1","D","12","D",219,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2531815,1,0,"1","190","D","1","D","11","D",370,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2532245,1,0,"1","120","D","1","D","01","D",63,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2532265,1,0,"1","140","D","1","D","01","D",159,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2532595,1,0,"1","190","D","1","D","01","D",424,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2532785,1,0,"1","200","D","1","D","12","D",516,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2532855,1,0,"1","160","D","1","D","01","D",600,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2533355,1,0,"1","200","D","1","D","01","D",300,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2534035,1,0,"1","200","D","1","D","02","D",50,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2536185,1,0,"1","190","D","1","D","01","D",700,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2536185,2,0,"1","200","D","1","D","01","D",700,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2536205,1,0,"1","120","D","1","D","02","D",75,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2536215,1,0,"1","140","D","1","D","02","D",1500,"D",.,"A",10,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2536385,1,0,"2","120","D","3","D","12","D",215,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2536425,1,0,"1","120","D","1","D","02","D",38,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2536495,1,0,"1","120","D","1","D","12","D",125,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2536955,1,0,"1","160","D","3","D","02","D",1100,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2537565,1,0,"1","220","D","1","D","01","D",.,"H",.,"A",.,"A","100","D","140","D","160","D","190","D","200","D","180","D","120","D",,"A",,"A"
"20131",2537565,1,1,"1","100","D","1","D","01","D",1396,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2537565,1,2,"1","140","D","1","D","01","D",1719,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2537565,1,3,"1","160","D","1","D","01","D",863,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2537565,1,4,"1","190","D","1","D","01","D",1002,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2537565,1,5,"1","200","D","1","D","01","D",931,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2537565,1,6,"1","180","D","1","D","01","D",787,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2537565,1,7,"1","120","D","1","D","01","D",302,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2537965,1,0,"2","190","D","1","D","12","D",565,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2538195,1,0,"1","190","D","1","D","01","D",650,"D",.,"A",35,"F",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2538235,1,0,"1","100","D","1","D","02","D",975,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2538765,1,0,"1","225","D","1","D","02","D",.,"H",.,"A",.,"A","200","D","190","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2538765,1,1,"1","200","D","1","D","02","D",1096,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2538765,1,2,"1","190","D","1","D","02","D",1180,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2539625,1,0,"1","120","D","1","D","02","D",65,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2539865,1,0,"1","120","D","1","D","01","D",61,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2540265,1,0,"1","200","D","1","D","01","D",700,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2540395,1,0,"1","100","D","3","D","01","D",528,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2541455,1,0,"1","225","D","1","D","02","D",.,"H",.,"A",.,"A","200","D","190","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2541455,1,1,"1","200","D","1","D","02","D",457,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2541455,1,2,"1","190","D","1","D","02","D",743,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2542245,1,0,"1","120","D","1","D","01","D",130,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2542255,1,0,"2","140","D","1","D","12","D",2200,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2542455,1,0,"1","120","D","1","D","12","D",80,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2542655,1,0,"1","120","D","1","D","01","D",70,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2543095,1,0,"2","120","D","1","D","12","D",22,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2543215,1,0,"1","120","D","3","D","12","D",500,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2543255,1,0,"1","120","D","1","D","12","D",49,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2543855,1,0,"1","120","D","1","D","01","D",60,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2544265,1,0,"1","140","D","2","D",,"A",.,"A",191,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2545015,1,0,"1","190","D","1","D","12","D",580,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2545205,1,0,"1","220","D","1","D","02","D",.,"H",.,"A",.,"A","210","D","140","D","100","D",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2545205,1,1,"1","140","D","1","D","02","D",650,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2545205,1,2,"1","100","D","1","D","02","D",1350,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2546994,1,0,"1","190","D","1","D","10","D",1280,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2547334,1,0,"1","100","D","1","D","11","D",1605,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2547354,1,0,"1","140","D","1","D","12","D",120,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2547484,1,0,"1","120","D","1","D","11","D",640,"D",.,"A",60,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2547494,1,0,"1","220","D","1","D","12","D",.,"H",.,"A",.,"H","220","D","160","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2547494,1,1,"1","100","D","1","D","12","D",818,"E",.,"A",28,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2547494,1,2,"1","120","D","1","D","12","D",83,"E",.,"A",19,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2547494,1,3,"1","140","D","1","D","12","D",468,"E",.,"A",18,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2547494,1,4,"1","190","D","1","D","12","D",600,"E",.,"A",19,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2547494,1,5,"1","200","D","1","D","12","D",55,"E",.,"A",15,"E",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2547854,1,0,"1","100","D","1","D","11","D",741,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2547854,2,0,"1","120","D","1","D","11","D",264,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2547964,1,0,"1","120","D","1","D","11","D",98,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2548034,1,0,"2","140","D","1","D","10","D",1300,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2548044,1,0,"1","160","D","1","D","11","D",600,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2548044,2,0,"1","140","D","1","D","12","D",1785,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2548144,1,0,"1","220","D","1","D","12","D",.,"H",.,"A",.,"A","210","D","120","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2548144,1,1,"1","120","D","1","D","12","D",200,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2548144,2,0,"1","100","D","1","D","12","D",600,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2548144,3,0,"1","160","D","1","D","12","D",350,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2548944,1,0,"1","140","D","1","D","11","D",1050,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2549994,1,0,"1","225","D","1","D","10","D",.,"H",.,"A",.,"A","200","D","190","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2549994,1,1,"1","200","D","1","D","10","D",151,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2549994,1,2,"1","190","D","1","D","10","D",163,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2550684,1,0,"1","225","D","1","D","11","D",.,"H",.,"A",.,"A","200","D","190","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2550684,1,1,"1","200","D","1","D","11","D",614,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2550684,1,2,"1","190","D","1","D","11","D",586,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2550944,1,0,"1","100","D","1","D","10","D",500,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2550944,2,0,"1","140","D","1","D","10","D",60,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2551024,1,0,"1","160","D","1","D","10","D",675,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2551974,1,0,"1","120","D","1","D","11","D",318,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2551974,2,0,"1","140","D","1","D","11","D",424,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2551974,3,0,"1","100","D","1","D","11","D",795,"D",.,"A",60,"D",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2552154,1,0,"1","225","D","2","D",,"A",.,"A",.,"H",.,"A","200","D","190","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2552154,1,1,"1","200","D","2","D",,"A",.,"A",84,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2552154,1,2,"1","190","D","2","D",,"A",.,"A",12,"E",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2552454,1,0,"1","120","D","1","D","11","D",140,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2552534,1,0,"1","120","D","1","D","10","D",54,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2552614,1,0,"1","140","D","1","D","10","D",200,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2552694,1,0,"1","120","D","1","D","12","D",130,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2552714,1,0,"1","220","D","1","D","10","D",.,"H",.,"A",.,"A","100","D","140","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2552714,1,1,"1","100","D","1","D","10","D",1059,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2552714,1,2,"1","140","D","1","D","10","D",141,"E",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2552714,2,0,"1","100","D","1","D","10","D",500,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2552834,1,0,"1","120","D","1","D","12","D",75,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2553024,1,0,"1","120","D","1","D","12","D",76,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2553244,1,0,"1","120","D","2","D",,"A",.,"A",35,"D",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2553544,1,0,"1","200","D","1","D","11","D",560,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2553784,1,0,"1","120","D","1","D","12","D",87,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2554234,1,0,"1","120","D","1","D","10","D",40,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2554254,1,0,"1","100","D","3","D","10","D",169,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2554634,1,0,"2","120","D","1","D","10","D",50,"D",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
"20131",2555414,1,0,"1","225","D","1","D","10","D",.,"H",.,"A",.,"A","200","D","190","D",,"A",,"A",,"A",,"A",,"A",,"A",,"A"
