"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","NUMNONCU","NUMN_NCU","TRNONCUX","TRNO_CUX","TRNONCUY","TRNO_CUY"
"20114",2508383,62,7,"1",.,"A",720,"E","180","D"
"20114",2508383,62,8,"1",.,"A",76,"E","190","D"
"20121",2379295,54,0,"1",1,"D",.,"H",,"A"
"20121",2379295,54,1,"1",.,"A",10,"E","100","D"
"20121",2379295,54,2,"1",.,"A",2,"E","110","D"
"20121",2379295,54,3,"1",.,"A",4,"E","120","D"
"20121",2379295,54,4,"1",.,"A",23,"E","130","D"
"20121",2379295,54,5,"1",.,"A",28,"E","150","D"
"20121",2379295,54,6,"1",.,"A",2,"E","160","D"
"20121",2379295,54,7,"1",.,"A",2,"E","170","D"
"20121",2379295,54,8,"1",.,"A",100,"E","180","D"
"20121",2379295,54,9,"1",.,"A",9,"E","190","D"
"20121",2379735,54,0,"1",1,"D",.,"H",,"A"
"20121",2379735,54,1,"1",.,"A",30,"E","120","D"
"20121",2379735,54,2,"1",.,"A",3,"E","140","D"
"20121",2379735,54,3,"1",.,"A",157,"E","150","D"
"20121",2379735,54,4,"1",.,"A",16,"E","160","D"
"20121",2379735,54,5,"1",.,"A",14,"E","170","D"
"20121",2379735,54,6,"1",.,"A",265,"E","180","D"
"20121",2379735,54,7,"1",.,"A",26,"E","190","D"
"20121",2379815,78,0,"1",2,"D",.,"H",,"A"
"20121",2379815,78,1,"1",.,"A",2,"E","120","D"
"20121",2379815,78,2,"1",.,"A",16,"E","150","D"
"20121",2379815,78,3,"1",.,"A",4,"E","160","D"
"20121",2379815,78,4,"1",.,"A",1,"E","170","D"
"20121",2379815,78,5,"1",.,"A",14,"E","180","D"
"20121",2379815,78,6,"1",.,"A",3,"E","190","D"
"20121",2381115,37,0,"1",1,"D",.,"H",,"A"
"20121",2381115,37,1,"1",.,"A",38,"E","120","D"
"20121",2381115,37,2,"1",.,"A",4,"E","140","D"
"20121",2381115,37,3,"1",.,"A",231,"E","150","D"
"20121",2381115,37,4,"1",.,"A",13,"E","160","D"
"20121",2381115,37,5,"1",.,"A",34,"E","170","D"
"20121",2381115,37,6,"1",.,"A",30,"E","190","D"
"20121",2381375,43,0,"1",1,"D",.,"H",,"A"
"20121",2381375,43,1,"1",.,"A",7,"E","120","D"
"20121",2381375,43,2,"1",.,"A",25,"E","150","D"
"20121",2381375,43,3,"1",.,"A",2,"E","160","D"
"20121",2381375,43,4,"1",.,"A",1,"E","170","D"
"20121",2381375,43,5,"1",.,"A",87,"E","180","D"
"20121",2381375,43,6,"1",.,"A",8,"E","190","D"
"20121",2382795,35,0,"1",1,"D",.,"H",,"A"
"20121",2382795,35,1,"1",.,"A",21,"E","120","D"
"20121",2382795,35,2,"1",.,"A",3,"E","140","D"
"20121",2382795,35,3,"1",.,"A",127,"E","150","D"
"20121",2382795,35,4,"1",.,"A",12,"E","160","D"
"20121",2382795,35,5,"1",.,"A",10,"E","170","D"
"20121",2382795,35,6,"1",.,"A",207,"E","180","D"
"20121",2382795,35,7,"1",.,"A",20,"E","190","D"
"20121",2386335,57,0,"1",1,"D",.,"H",,"A"
"20121",2386335,57,1,"1",.,"A",49,"E","100","D"
"20121",2386335,57,2,"1",.,"A",11,"E","110","D"
"20121",2386335,57,3,"1",.,"A",26,"E","120","D"
"20121",2386335,57,4,"1",.,"A",81,"E","130","D"
"20121",2386335,57,5,"1",.,"A",3,"E","140","D"
"20121",2386335,57,6,"1",.,"A",173,"E","150","D"
"20121",2386335,57,7,"1",.,"A",10,"E","160","D"
"20121",2386335,57,8,"1",.,"A",25,"E","170","D"
"20121",2386335,57,9,"1",.,"A",22,"E","190","D"
"20121",2387335,38,0,"1",1,"D",.,"H",,"A"
"20121",2387335,38,1,"1",.,"A",45,"E","120","D"
"20121",2387335,38,2,"1",.,"A",7,"E","140","D"
"20121",2387335,38,3,"1",.,"A",341,"E","150","D"
"20121",2387335,38,4,"1",.,"A",30,"E","160","D"
"20121",2387335,38,5,"1",.,"A",27,"E","170","D"
"20121",2387335,38,6,"1",.,"A",285,"E","180","D"
"20121",2387335,38,7,"1",.,"A",65,"E","190","D"
"20121",2389365,73,0,"1",1,"D",.,"H",,"A"
"20121",2389365,73,1,"1",.,"A",71,"E","120","D"
"20121",2389365,73,2,"1",.,"A",11,"E","140","D"
"20121",2389365,73,3,"1",.,"A",508,"E","150","D"
"20121",2389365,73,4,"1",.,"A",45,"E","160","D"
"20121",2389365,73,5,"1",.,"A",41,"E","170","D"
"20121",2389365,73,6,"1",.,"A",427,"E","180","D"
"20121",2389365,73,7,"1",.,"A",97,"E","190","D"
"20121",2389895,53,0,"1",1,"D",.,"H",,"A"
"20121",2389895,53,1,"1",.,"A",257,"E","120","D"
"20121",2389895,53,2,"1",.,"A",35,"E","140","D"
"20121",2389895,53,3,"1",.,"A",1687,"E","150","D"
"20121",2389895,53,4,"1",.,"A",101,"E","160","D"
"20121",2389895,53,5,"1",.,"A",249,"E","170","D"
"20121",2389895,53,6,"1",.,"A",221,"E","190","D"
"20121",2395385,27,0,"1",1,"D",.,"H",,"A"
"20121",2395385,27,1,"1",.,"A",82,"E","120","D"
"20121",2395385,27,2,"1",.,"A",10,"E","140","D"
"20121",2395385,27,3,"1",.,"A",393,"E","150","D"
"20121",2395385,27,4,"1",.,"A",30,"E","160","D"
"20121",2395385,27,5,"1",.,"A",58,"E","170","D"
"20121",2395385,27,6,"1",.,"A",462,"E","180","D"
"20121",2395385,27,7,"1",.,"A",65,"E","190","D"
"20121",2396275,81,0,"1",1,"D",.,"H",,"A"
"20121",2396275,81,1,"1",.,"A",199,"E","100","D"
"20121",2396275,81,2,"1",.,"A",54,"E","110","D"
"20121",2396275,81,3,"1",.,"A",92,"E","120","D"
"20121",2396275,81,4,"1",.,"A",356,"E","130","D"
"20121",2396275,81,5,"1",.,"A",15,"E","140","D"
"20121",2396275,81,6,"1",.,"A",693,"E","150","D"
"20121",2396275,81,7,"1",.,"A",62,"E","160","D"
"20121",2396275,81,8,"1",.,"A",57,"E","170","D"
"20121",2396275,81,9,"1",.,"A",583,"E","180","D"
"20121",2396275,81,10,"1",.,"A",133,"E","190","D"
"20121",2396275,81,11,"1",.,"A",86,"E","200","D"
"20121",2396275,81,12,"1",.,"A",110,"E","210","D"
"20121",2396275,81,13,"1",.,"A",158,"E","220","D"
"20121",2396455,72,0,"1",1,"D",.,"H",,"A"
"20121",2396455,72,1,"1",.,"A",22,"E","120","D"
"20121",2396455,72,2,"1",.,"A",7,"E","140","D"
"20121",2396455,72,3,"1",.,"A",169,"E","150","D"
"20121",2396455,72,4,"1",.,"A",15,"E","160","D"
"20121",2396455,72,5,"1",.,"A",13,"E","170","D"
"20121",2396455,72,6,"1",.,"A",142,"E","180","D"
"20121",2396455,72,7,"1",.,"A",32,"E","190","D"
"20121",2396635,90,0,"1",1,"D",.,"H",,"A"
"20121",2396635,90,1,"1",.,"A",27,"E","120","D"
"20121",2396635,90,2,"1",.,"A",3,"E","140","D"
"20121",2396635,90,3,"1",.,"A",159,"E","150","D"
"20121",2396635,90,4,"1",.,"A",9,"E","160","D"
"20121",2396635,90,5,"1",.,"A",23,"E","170","D"
"20121",2396635,90,6,"1",.,"A",20,"E","190","D"
"20121",2398975,52,0,"1",1,"D",.,"H",,"A"
"20121",2398975,52,1,"1",.,"A",21,"E","120","D"
"20121",2398975,52,2,"1",.,"A",3,"E","140","D"
"20121",2398975,52,3,"1",.,"A",93,"E","150","D"
"20121",2398975,52,4,"1",.,"A",18,"E","160","D"
"20121",2398975,52,5,"1",.,"A",12,"E","170","D"
"20121",2398975,52,6,"1",.,"A",14,"E","190","D"
"20121",2399335,62,0,"1",1,"D",.,"H",,"A"
"20121",2399335,62,1,"1",.,"A",53,"E","120","D"
"20121",2399335,62,2,"1",.,"A",12,"E","140","D"
"20121",2399335,62,3,"1",.,"A",404,"E","150","D"
"20121",2399335,62,4,"1",.,"A",36,"E","160","D"
"20121",2399335,62,5,"1",.,"A",33,"E","170","D"
"20121",2399335,62,6,"1",.,"A",340,"E","180","D"
"20121",2399335,62,7,"1",.,"A",77,"E","190","D"
"20121",2400505,42,0,"1",2,"D",.,"H",,"A"
"20121",2400505,42,1,"1",.,"A",92,"E","100","D"
"20121",2400505,42,2,"1",.,"A",29,"E","110","D"
"20121",2400505,42,3,"1",.,"A",54,"E","120","D"
"20121",2400505,42,4,"1",.,"A",153,"E","130","D"
"20121",2400505,42,5,"1",.,"A",8,"E","140","D"
"20121",2400505,42,6,"1",.,"A",317,"E","150","D"
"20121",2400505,42,7,"1",.,"A",33,"E","160","D"
"20121",2400505,42,8,"1",.,"A",28,"E","170","D"
"20121",2400505,42,9,"1",.,"A",534,"E","180","D"
"20121",2400505,42,10,"1",.,"A",52,"E","190","D"
"20121",2402085,69,0,"1",1,"D",.,"H",,"A"
"20121",2402085,69,1,"1",.,"A",70,"E","100","D"
"20121",2402085,69,2,"1",.,"A",18,"E","110","D"
"20121",2402085,69,3,"1",.,"A",44,"E","120","D"
"20121",2402085,69,4,"1",.,"A",5,"E","140","D"
"20121",2402085,69,5,"1",.,"A",272,"E","150","D"
"20121",2402085,69,6,"1",.,"A",16,"E","160","D"
"20121",2402085,69,7,"1",.,"A",40,"E","170","D"
"20121",2402085,69,8,"1",.,"A",35,"E","190","D"
"20121",2406535,46,0,"1",1,"D",.,"H",,"A"
"20121",2406535,46,1,"1",.,"A",19,"E","120","D"
"20121",2406535,46,2,"1",.,"A",2,"E","140","D"
"20121",2406535,46,3,"1",.,"A",136,"E","150","D"
"20121",2406535,46,4,"1",.,"A",7,"E","160","D"
"20121",2406535,46,5,"1",.,"A",19,"E","170","D"
"20121",2406535,46,6,"1",.,"A",17,"E","190","D"
"20121",2407515,63,0,"1",1,"D",.,"H",,"A"
"20121",2407515,63,1,"1",.,"A",32,"E","120","D"
"20121",2407515,63,2,"1",.,"A",4,"E","140","D"
"20121",2407515,63,3,"1",.,"A",198,"E","150","D"
"20121",2407515,63,4,"1",.,"A",11,"E","160","D"
"20121",2407515,63,5,"1",.,"A",29,"E","170","D"
"20121",2407515,63,6,"1",.,"A",26,"E","190","D"
"20121",2413714,50,0,"1",1,"D",.,"H",,"A"
"20121",2413714,50,1,"1",.,"A",21,"E","120","D"
"20121",2413714,50,2,"1",.,"A",2,"E","140","D"
"20121",2413714,50,3,"1",.,"A",113,"E","150","D"
"20121",2413714,50,4,"1",.,"A",6,"E","160","D"
"20121",2413714,50,5,"1",.,"A",16,"E","170","D"
"20121",2413714,50,6,"1",.,"A",14,"E","190","D"
"20121",2414954,61,0,"1",2,"D",.,"H",,"A"
"20121",2414954,61,1,"1",.,"A",12,"E","120","D"
"20121",2414954,61,2,"1",.,"A",2,"E","140","D"
"20121",2414954,61,3,"1",.,"A",66,"E","150","D"
"20121",2414954,61,4,"1",.,"A",12,"E","160","D"
"20121",2414954,61,5,"1",.,"A",8,"E","170","D"
"20121",2414954,61,6,"1",.,"A",10,"E","190","D"
"20121",2416894,77,0,"1",1,"D",.,"H",,"A"
"20121",2416894,77,1,"1",.,"A",258,"E","100","D"
"20121",2416894,77,2,"1",.,"A",71,"E","110","D"
"20121",2416894,77,3,"1",.,"A",122,"E","120","D"
"20121",2416894,77,4,"1",.,"A",24,"E","140","D"
"20121",2416894,77,5,"1",.,"A",919,"E","150","D"
"20121",2416894,77,6,"1",.,"A",82,"E","160","D"
"20121",2416894,77,7,"1",.,"A",75,"E","170","D"
"20121",2416894,77,8,"1",.,"A",773,"E","180","D"
"20121",2416894,77,9,"1",.,"A",176,"E","190","D"
"20121",2417604,64,0,"1",1,"D",.,"H",,"A"
"20121",2417604,64,1,"1",.,"A",347,"E","100","D"
"20121",2417604,64,2,"1",.,"A",96,"E","110","D"
"20121",2417604,64,3,"1",.,"A",164,"E","120","D"
"20121",2417604,64,4,"1",.,"A",636,"E","130","D"
"20121",2417604,64,5,"1",.,"A",27,"E","140","D"
"20121",2417604,64,6,"1",.,"A",1236,"E","150","D"
"20121",2417604,64,7,"1",.,"A",110,"E","160","D"
"20121",2417604,64,8,"1",.,"A",101,"E","170","D"
"20121",2417604,64,9,"1",.,"A",1039,"E","180","D"
"20121",2417604,64,10,"1",.,"A",244,"E","190","D"
"20121",2419504,64,0,"1",1,"D",.,"H",,"A"
"20121",2419504,64,1,"1",.,"A",31,"E","120","D"
"20121",2419504,64,2,"1",.,"A",8,"E","140","D"
"20121",2419504,64,3,"1",.,"A",233,"E","150","D"
"20121",2419504,64,4,"1",.,"A",20,"E","160","D"
"20121",2419504,64,5,"1",.,"A",19,"E","170","D"
"20121",2419504,64,6,"1",.,"A",195,"E","180","D"
"20121",2419504,64,7,"1",.,"A",44,"E","190","D"
"20121",2421064,58,0,"1",1,"D",.,"H",,"A"
"20121",2421064,58,1,"1",.,"A",10,"E","150","D"
"20121",2421644,96,0,"1",1,"D",.,"H",,"A"
"20121",2421644,96,1,"1",.,"A",7,"E","120","D"
"20121",2421644,96,2,"1",.,"A",4,"E","140","D"
"20121",2421644,96,3,"1",.,"A",57,"E","150","D"
"20121",2421644,96,4,"1",.,"A",5,"E","160","D"
"20121",2421644,96,5,"1",.,"A",4,"E","170","D"
"20121",2421644,96,6,"1",.,"A",48,"E","180","D"
"20121",2421644,96,7,"1",.,"A",11,"E","190","D"
"20121",2423064,52,0,"1",1,"D",.,"H",,"A"
"20121",2423064,52,1,"1",.,"A",60,"E","100","D"
"20121",2423064,52,2,"1",.,"A",16,"E","110","D"
"20121",2423064,52,3,"1",.,"A",28,"E","120","D"
"20121",2423064,52,4,"1",.,"A",118,"E","130","D"
"20121",2423064,52,5,"1",.,"A",4,"E","140","D"
"20121",2423064,52,6,"1",.,"A",216,"E","150","D"
"20121",2423064,52,7,"1",.,"A",19,"E","160","D"
"20121",2423064,52,8,"1",.,"A",17,"E","170","D"
"20121",2423064,52,9,"1",.,"A",181,"E","180","D"
"20121",2423064,52,10,"1",.,"A",41,"E","190","D"
"20121",2424654,55,0,"1",2,"D",.,"H",,"A"
"20121",2424654,55,1,"1",.,"A",39,"E","120","D"
"20121",2424654,55,2,"1",.,"A",10,"E","140","D"
"20121",2424654,55,3,"1",.,"A",296,"E","150","D"
"20121",2424654,55,4,"1",.,"A",26,"E","160","D"
"20121",2424654,55,5,"1",.,"A",24,"E","170","D"
"20121",2424654,55,6,"1",.,"A",249,"E","180","D"
"20121",2424654,55,7,"1",.,"A",56,"E","190","D"
"20121",2429944,40,0,"1",1,"D",.,"H",,"A"
"20121",2429944,40,1,"1",.,"A",17,"E","120","D"
"20121",2429944,40,2,"1",.,"A",1,"E","140","D"
"20121",2429944,40,3,"1",.,"A",96,"E","150","D"
"20121",2429944,40,4,"1",.,"A",8,"E","160","D"
"20121",2429944,40,5,"1",.,"A",7,"E","170","D"
"20121",2429944,40,6,"1",.,"A",338,"E","180","D"
"20121",2429944,40,7,"1",.,"A",33,"E","190","D"
"20121",2430654,54,0,"1",1,"D",.,"H",,"A"
"20121",2430654,54,1,"1",.,"A",55,"E","100","D"
"20121",2430654,54,2,"1",.,"A",14,"E","110","D"
"20121",2430654,54,3,"1",.,"A",24,"E","120","D"
"20121",2430654,54,4,"1",.,"A",4,"E","140","D"
"20121",2430654,54,5,"1",.,"A",183,"E","150","D"
"20121",2430654,54,6,"1",.,"A",16,"E","160","D"
"20121",2430654,54,7,"1",.,"A",15,"E","170","D"
"20121",2430654,54,8,"1",.,"A",154,"E","180","D"
"20121",2430654,54,9,"1",.,"A",35,"E","190","D"
"20121",2431354,42,0,"1",1,"D",.,"H",,"A"
"20121",2431354,42,1,"1",.,"A",15,"E","100","D"
"20121",2431354,42,2,"1",.,"A",4,"E","110","D"
"20121",2431354,42,3,"1",.,"A",6,"E","120","D"
"20121",2431354,42,4,"1",.,"A",26,"E","130","D"
"20121",2431354,42,5,"1",.,"A",49,"E","150","D"
"20121",2431354,42,6,"1",.,"A",3,"E","160","D"
"20121",2431354,42,7,"1",.,"A",3,"E","170","D"
"20121",2431354,42,8,"1",.,"A",151,"E","180","D"
"20121",2431354,42,9,"1",.,"A",14,"E","190","D"
"20121",2431354,42,10,"1",.,"A",10,"E","200","D"
"20121",2431354,42,11,"1",.,"A",9,"E","210","D"
"20121",2431354,42,12,"1",.,"A",10,"E","220","D"
"20121",2434434,69,0,"1",1,"D",.,"H",,"A"
"20121",2434434,69,1,"1",.,"A",11,"E","120","D"
"20121",2434434,69,2,"1",.,"A",1,"E","140","D"
"20121",2434434,69,3,"1",.,"A",44,"E","150","D"
"20121",2434434,69,4,"1",.,"A",4,"E","160","D"
"20121",2434434,69,5,"1",.,"A",3,"E","170","D"
"20121",2434434,69,6,"1",.,"A",75,"E","180","D"
"20121",2434434,69,7,"1",.,"A",7,"E","190","D"
"20121",2436065,37,0,"1",1,"D",.,"H",,"A"
"20121",2436065,37,1,"1",.,"A",41,"E","120","D"
"20121",2436065,37,2,"1",.,"A",8,"E","140","D"
"20121",2436065,37,3,"1",.,"A",264,"E","150","D"
"20121",2436065,37,4,"1",.,"A",31,"E","160","D"
"20121",2436065,37,5,"1",.,"A",18,"E","170","D"
"20121",2436065,37,6,"1",.,"A",19,"E","180","D"
"20121",2436065,37,7,"1",.,"A",19,"E","190","D"
"20121",2438394,61,0,"1",1,"D",.,"H",,"A"
"20121",2438394,61,1,"1",.,"A",23,"E","120","D"
"20121",2438394,61,2,"1",.,"A",2,"E","140","D"
"20121",2438394,61,3,"1",.,"A",132,"E","150","D"
"20121",2438394,61,4,"1",.,"A",7,"E","160","D"
"20121",2438394,61,5,"1",.,"A",19,"E","170","D"
"20121",2438394,61,6,"1",.,"A",17,"E","190","D"
"20121",2442814,44,0,"1",1,"D",.,"H",,"A"
"20121",2442814,44,1,"1",.,"A",69,"E","120","D"
"20121",2442814,44,2,"1",.,"A",9,"E","140","D"
"20121",2442814,44,3,"1",.,"A",467,"E","150","D"
"20121",2442814,44,4,"1",.,"A",27,"E","160","D"
"20121",2442814,44,5,"1",.,"A",68,"E","170","D"
"20121",2442814,44,6,"1",.,"A",60,"E","190","D"
"20121",2443303,63,0,"1",1,"D",.,"H",,"A"
"20121",2443303,63,1,"1",.,"A",5,"E","120","D"
"20121",2443303,63,2,"1",.,"A",19,"E","150","D"
"20121",2443303,63,3,"1",.,"A",1,"E","160","D"
"20121",2443303,63,4,"1",.,"A",1,"E","170","D"
"20121",2443303,63,5,"1",.,"A",16,"E","180","D"
"20121",2443303,63,6,"1",.,"A",3,"E","190","D"
"20121",2444023,63,0,"1",1,"D",.,"H",,"A"
"20121",2444023,63,1,"1",.,"A",26,"E","120","D"
"20121",2444023,63,2,"1",.,"A",3,"E","140","D"
"20121",2444023,63,3,"1",.,"A",158,"E","150","D"
"20121",2444023,63,4,"1",.,"A",16,"E","160","D"
"20121",2444023,63,5,"1",.,"A",13,"E","170","D"
"20121",2444023,63,6,"1",.,"A",259,"E","180","D"
"20121",2444023,63,7,"1",.,"A",25,"E","190","D"
"20121",2444233,35,0,"1",1,"D",.,"H",,"A"
"20121",2444233,35,1,"1",.,"A",310,"E","100","D"
"20121",2444233,35,2,"1",.,"A",86,"E","110","D"
"20121",2444233,35,3,"1",.,"A",151,"E","120","D"
"20121",2444233,35,4,"1",.,"A",24,"E","140","D"
"20121",2444233,35,5,"1",.,"A",1103,"E","150","D"
"20121",2444233,35,6,"1",.,"A",98,"E","160","D"
"20121",2444233,35,7,"1",.,"A",90,"E","170","D"
"20121",2444233,35,8,"1",.,"A",927,"E","180","D"
"20121",2444233,35,9,"1",.,"A",211,"E","190","D"
"20121",2444413,70,0,"1",1,"D",.,"H",,"A"
"20121",2444413,70,1,"1",.,"A",15,"E","120","D"
"20121",2444413,70,2,"1",.,"A",2,"E","140","D"
"20121",2444413,70,3,"1",.,"A",109,"E","150","D"
"20121",2444413,70,4,"1",.,"A",6,"E","160","D"
"20121",2444413,70,5,"1",.,"A",15,"E","170","D"
"20121",2444413,70,6,"1",.,"A",13,"E","190","D"
"20121",2444653,30,0,"1",1,"D",.,"H",,"A"
"20121",2444653,30,1,"1",.,"A",33,"E","120","D"
"20121",2444653,30,2,"1",.,"A",7,"E","140","D"
"20121",2444653,30,3,"1",.,"A",235,"E","150","D"
"20121",2444653,30,4,"1",.,"A",27,"E","160","D"
"20121",2444653,30,5,"1",.,"A",15,"E","170","D"
"20121",2444653,30,6,"1",.,"A",17,"E","180","D"
"20121",2444653,30,7,"1",.,"A",16,"E","190","D"
"20121",2444843,46,0,"1",3,"D",.,"H",,"A"
"20121",2444843,46,1,"1",.,"A",63,"E","120","D"
"20121",2444843,46,2,"1",.,"A",8,"E","140","D"
"20121",2444843,46,3,"1",.,"A",423,"E","150","D"
"20121",2444843,46,4,"1",.,"A",29,"E","160","D"
"20121",2444843,46,5,"1",.,"A",62,"E","170","D"
"20121",2444843,46,6,"1",.,"A",55,"E","190","D"
"20121",2444933,73,0,"1",1,"D",.,"H",,"A"
"20121",2444933,73,1,"1",.,"A",7,"E","120","D"
"20121",2444933,73,2,"1",.,"A",20,"E","150","D"
"20121",2444933,73,3,"1",.,"A",1,"E","160","D"
"20121",2444933,73,4,"1",.,"A",1,"E","170","D"
"20121",2444933,73,5,"1",.,"A",17,"E","180","D"
"20121",2444933,73,6,"1",.,"A",3,"E","190","D"
"20121",2446643,43,0,"1",1,"D",.,"H",,"A"
"20121",2446643,43,1,"1",.,"A",1197,"E","100","D"
"20121",2446643,43,2,"1",.,"A",303,"E","110","D"
"20121",2450343,46,0,"1",1,"D",.,"H",,"A"
"20121",2450343,46,1,"1",.,"A",118,"E","100","D"
"20121",2450343,46,2,"1",.,"A",32,"E","110","D"
"20121",2450383,67,0,"1",2,"D",.,"H",,"A"
"20121",2450383,67,1,"1",.,"A",15,"E","120","D"
"20121",2450383,67,2,"1",.,"A",2,"E","140","D"
"20121",2450383,67,3,"1",.,"A",96,"E","150","D"
"20121",2450383,67,4,"1",.,"A",9,"E","160","D"
"20121",2450383,67,5,"1",.,"A",8,"E","170","D"
"20121",2450383,67,6,"1",.,"A",155,"E","180","D"
"20121",2450383,67,7,"1",.,"A",15,"E","190","D"
"20121",2452743,33,0,"1",1,"D",.,"H",,"A"
"20121",2452743,33,1,"1",.,"A",10,"E","120","D"
"20121",2452743,33,2,"1",.,"A",48,"E","150","D"
"20121",2452743,33,3,"1",.,"A",4,"E","160","D"
"20121",2452743,33,4,"1",.,"A",3,"E","170","D"
"20121",2452743,33,5,"1",.,"A",169,"E","180","D"
"20121",2452743,33,6,"1",.,"A",16,"E","190","D"
"20121",2453143,69,0,"1",1,"D",.,"H",,"A"
"20121",2453143,69,1,"1",.,"A",91,"E","100","D"
"20121",2453143,69,2,"1",.,"A",22,"E","110","D"
"20121",2453143,69,3,"1",.,"A",36,"E","120","D"
"20121",2453143,69,4,"1",.,"A",147,"E","130","D"
"20121",2453143,69,5,"1",.,"A",4,"E","140","D"
"20121",2453143,69,6,"1",.,"A",239,"E","150","D"
"20121",2453143,69,7,"1",.,"A",20,"E","160","D"
"20121",2453143,69,8,"1",.,"A",18,"E","170","D"
"20121",2453143,69,9,"1",.,"A",841,"E","180","D"
"20121",2453143,69,10,"1",.,"A",82,"E","190","D"
"20121",2453203,64,0,"1",1,"D",.,"H",,"A"
"20121",2453203,64,1,"1",.,"A",107,"E","100","D"
"20121",2453203,64,2,"1",.,"A",44,"E","110","D"
"20121",2453203,64,3,"1",.,"A",75,"E","120","D"
"20121",2453203,64,4,"1",.,"A",299,"E","130","D"
"20121",2453203,64,5,"1",.,"A",9,"E","140","D"
"20121",2453203,64,6,"1",.,"A",380,"E","150","D"
"20121",2453203,64,7,"1",.,"A",29,"E","160","D"
"20121",2453203,64,8,"1",.,"A",55,"E","170","D"
"20121",2453203,64,9,"1",.,"A",440,"E","180","D"
"20121",2453203,64,10,"1",.,"A",62,"E","190","D"
"20121",2453963,48,0,"1",1,"D",.,"H",,"A"
"20121",2453963,48,1,"1",.,"A",42,"E","200","D"
"20121",2453963,48,2,"1",.,"A",41,"E","210","D"
"20121",2453963,48,3,"1",.,"A",17,"E","220","D"
"20121",2454903,31,0,"1",1,"D",.,"H",,"A"
"20121",2454903,31,1,"1",.,"A",31,"E","100","D"
"20121",2454903,31,2,"1",.,"A",8,"E","110","D"
"20121",2454903,31,3,"1",.,"A",19,"E","120","D"
"20121",2454903,31,4,"1",.,"A",1,"E","140","D"
"20121",2454903,31,5,"1",.,"A",88,"E","150","D"
"20121",2454903,31,6,"1",.,"A",7,"E","160","D"
"20121",2454903,31,7,"1",.,"A",6,"E","170","D"
"20121",2454903,31,8,"1",.,"A",310,"E","180","D"
"20121",2454903,31,9,"1",.,"A",30,"E","190","D"
"20121",2455553,60,0,"1",1,"D",.,"H",,"A"
"20121",2455553,60,1,"1",.,"A",74,"E","120","D"
"20121",2455553,60,2,"1",.,"A",9,"E","140","D"
"20121",2455553,60,3,"1",.,"A",357,"E","150","D"
"20121",2455553,60,4,"1",.,"A",28,"E","160","D"
"20121",2455553,60,5,"1",.,"A",53,"E","170","D"
"20121",2455553,60,6,"1",.,"A",420,"E","180","D"
"20121",2455553,60,7,"1",.,"A",59,"E","190","D"
"20121",2458123,52,0,"1",1,"D",.,"H",,"A"
"20121",2458123,52,1,"1",.,"A",17,"E","120","D"
"20121",2458123,52,2,"1",.,"A",2,"E","140","D"
"20121",2458123,52,3,"1",.,"A",105,"E","150","D"
"20121",2458123,52,4,"1",.,"A",9,"E","160","D"
"20121",2458123,52,5,"1",.,"A",8,"E","170","D"
"20121",2458123,52,6,"1",.,"A",89,"E","180","D"
"20121",2458123,52,7,"1",.,"A",20,"E","190","D"
"20121",2460623,53,0,"1",1,"D",.,"H",,"A"
"20121",2460623,53,1,"1",.,"A",26,"G","100","D"
"20121",2460623,53,2,"1",.,"A",7,"G","110","D"
"20121",2460623,53,3,"1",.,"A",12,"G","120","D"
"20121",2460623,53,4,"1",.,"A",47,"G","130","D"
"20121",2460623,53,5,"1",.,"A",2,"G","140","D"
"20121",2460623,53,6,"1",.,"A",92,"G","150","D"
"20121",2460623,53,7,"1",.,"A",8,"G","160","D"
"20121",2460623,53,8,"1",.,"A",12,"G","170","D"
"20121",2460623,53,9,"1",.,"A",77,"G","180","D"
"20121",2460623,53,10,"1",.,"A",17,"G","190","D"
"20121",2461073,59,0,"1",1,"D",.,"H",,"A"
"20121",2461073,59,1,"1",.,"A",22,"E","120","D"
"20121",2461073,59,2,"1",.,"A",3,"E","140","D"
"20121",2461073,59,3,"1",.,"A",139,"E","150","D"
"20121",2461073,59,4,"1",.,"A",12,"E","160","D"
"20121",2461073,59,5,"1",.,"A",11,"E","170","D"
"20121",2461073,59,6,"1",.,"A",117,"E","180","D"
"20121",2461073,59,7,"1",.,"A",26,"E","190","D"
"20121",2461264,47,0,"1",1,"D",.,"H",,"A"
"20121",2461264,47,1,"1",.,"A",14,"E","120","D"
"20121",2461264,47,2,"1",.,"A",1,"E","140","D"
"20121",2461264,47,3,"1",.,"A",61,"E","150","D"
"20121",2461264,47,4,"1",.,"A",6,"E","160","D"
"20121",2461264,47,5,"1",.,"A",5,"E","170","D"
"20121",2461264,47,6,"1",.,"A",103,"E","180","D"
"20121",2461264,47,7,"1",.,"A",10,"E","190","D"
"20121",2461373,62,0,"1",2,"D",.,"H",,"A"
"20121",2461373,62,1,"1",.,"A",130,"E","100","D"
"20121",2461373,62,2,"1",.,"A",36,"E","110","D"
"20121",2461373,62,3,"1",.,"A",61,"E","120","D"
"20121",2461373,62,4,"1",.,"A",10,"E","140","D"
"20121",2461373,62,5,"1",.,"A",468,"E","150","D"
"20121",2461373,62,6,"1",.,"A",41,"E","160","D"
"20121",2461373,62,7,"1",.,"A",38,"E","170","D"
