"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","PROP_NOG","PROP0NOG","OWNYG","OWNYG_","NEWMRTG","NEWMRTG_","ORGMRTG","ORGMRTG_","QMRTTRMG","QMRT_RMG","MRTPMTG","MRTPMTG_","PAYPRTXG","PAYP_TXG","PAYPRING","PAYP_ING","PAYMRING","PAYM_ING","PAYOTHRG","PAYO_HRG","QESCROWG","QESC_OWG","QPRINM1G","QPRI_M1G","QPRINM2G","QPRI_M2G","QPRINM3G","QPRI_M3G","QADINT1G","QADI_T1G","QADINT2G","QADI_T2G","QADINT3G","QADI_T3G","QRFINDTG","QRFI_DTG","FRSTPYMG","FRST_YMG","FRSTPYRG","FRST_YRG","FIXDRTEG","FIXD_TEG","QNEWDATG","QNEW_ATG","QBLNCM1G","QBLN_M1G","QBLNCM2G","QBLN_M2G","QBLNCM3G","QBLN_M3G","LOAN_NOG","LOAN0NOG","VARRTEG","VARRTEG_","INTONLYG","INTO_LYG","OTHRTEG","OTHRTEG_","PAYMT1G","PAYMT1G_","PAYMT2G","PAYMT2G_","PAYMT3G","PAYMT3G_","PAYPRNPG","PAYP_NPG","PAYINTG","PAYINTG_"
"20121",2387825,34,0,"5","01","D","100","D",0.0615,"F",4652,"F",10,"F",52,"F",,"A",,"A",,"A",,"A",0,"F",45,"F",46,"F",46,"F",7,"F",6,"F",6,"F",,"A","03","F","2004","F","1","F",,"A",1308,"F",1262,"F",1217,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2387985,43,0,"5","03","D","300","D",0.06,"D",1162,"D",1,"D",100,"D",,"A",,"A",,"A",,"A",0,"D",94,"D",95,"D",95,"D",6,"D",5,"D",5,"D",,"A","11","D","2011","D","1","D",,"A",1162,"D",1068,"D",973,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2387985,44,0,"5","03","D","300","D",0.05,"D",1168,"D",1,"D",100,"D",,"A",,"A",,"A",,"A",0,"D",.,"A",95,"D",96,"D",.,"A",5,"D",4,"D",,"A","12","D","2011","D","1","D",,"A",.,"A",1168,"D",1073,"D","02","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2388565,38,0,"5","01","D","100","D",0.0525,"F",32965,"F",15,"F",265,"F",,"A",,"A",,"A",,"A",0,"F",0,"F",0,"F",0,"F",265,"F",265,"F",265,"F",,"A","10","F","2009","F","1","F",,"A",32965,"F",32965,"F",32965,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"A","2","D"
"20121",2390815,68,0,"5","01","D","100","D",0.0725,"D",30000,"D",10,"D",358,"D",,"B",,"B",,"B",,"B",6,"D",215,"D",216,"D",217,"D",137,"D",136,"D",135,"D",,"A","09","D","2008","D","1","D",,"A",22731,"D",22516,"D",22300,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2391235,24,0,"5","01","D","100","D",0.065,"F",30000,"F",10,"F",350,"F",,"B",,"B",,"B",,"B",9,"F",308,"F",310,"F",311,"F",33,"F",31,"F",30,"F",,"A","07","F","2003","F","1","F",,"A",6087,"F",5779,"F",5469,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2391605,40,0,"5","01","D","100","D",0.065,"D",10000,"D",3,"D",500,"D",,"B",,"B",,"B",,"B",194,"D",270,"D",272,"D",273,"D",36,"D",34,"D",33,"D",,"A","10","D","2010","D","1","D",,"A",6618,"D",6347,"D",6076,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2392325,36,0,"5","01","D","100","D",0.0859,"D",150000,"D",10,"D",1867,"D",,"C",,"C",,"C",,"C",0,"D",1339,"T",1392,"T",1399,"T",641,"D",633,"D",624,"D",,"A","10","D","2006","D","2","D",,"A",89592,"D",88367,"D",87132,"D","01","D",,"A","2","D",,"A",145,"D",145,"D",145,"D",,"C",,"A"
"20121",2393725,65,0,"5","01","D","100","D",0.0859,"D",66443,"D",10,"D",827,"D",,"A",,"A",,"A",,"A",0,"D",672,"D",677,"D",682,"D",155,"D",150,"D",145,"D",,"A","04","D","2004","D","1","D",,"A",21588,"D",20915,"D",20238,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2394305,46,0,"5","01","D","100","D",0.0859,"F",4017,"F",10,"F",50,"F",,"A",,"A",,"A",,"A",0,"F",40,"F",40,"F",40,"F",10,"F",10,"F",10,"F",,"A","07","F","2004","F","1","F",,"A",1425,"F",1385,"F",1345,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2396555,50,0,"5","01","D","100","D",0.0859,"D",50000,"D",10,"D",622,"D",,"C",,"C",,"C",,"C",0,"D",351,"D",354,"D",356,"D",271,"D",268,"D",266,"D",,"A","07","D","2008","D","2","D",,"A",37819,"D",37468,"D",37114,"D","01","D","1","D",,"A",,"A",102,"D",105,"D",98,"D",,"C","2","D"
"20121",2397345,72,0,"5","01","D","100","D",0.0859,"D",52000,"D",20,"D",478,"D",,"B",,"B",,"B",,"B",24,"D",114,"D",115,"D",116,"D",340,"D",339,"D",338,"D",,"A","12","D","2007","D","1","D",,"A",47451,"D",47336,"D",47221,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2397735,46,0,"5","01","D","100","D",0.0859,"D",4017,"D",10,"D",50,"D",,"A",,"A",,"A",,"A",0,"D",40,"D",40,"D",40,"D",10,"D",10,"D",10,"D",,"A","07","D","2004","D","1","D",,"A",1425,"D",1385,"D",1345,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2397755,38,0,"5","01","D","100","D",0.0859,"D",21000,"D",15,"D",225,"D",,"B",,"B",,"B",,"B",17,"D",65,"D",66,"D",66,"D",143,"D",142,"D",142,"D",,"A","06","D","2010","D","1","D",,"A",19961,"D",19896,"D",19831,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2397845,43,0,"5","01","D","100","D",0.08,"D",10000,"D",6,"D",185,"D",,"B",,"B",,"B",,"B",10,"D",121,"D",122,"D",123,"D",54,"D",53,"D",52,"D",,"A","06","D","2010","D","1","D",,"A",8057,"D",7935,"D",7813,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2399375,47,0,"5","01","D","100","D",0.07,"F",30000,"F",15,"F",371,"F",,"B",,"B",,"B",,"B",101,"F",170,"F",171,"F",172,"F",100,"F",99,"F",98,"F",,"A","06","F","2003","F","1","F",,"A",17151,"F",16981,"F",16810,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2399995,66,0,"5","01","D","100","D",0.055,"D",146864,"D",15,"D",1200,"D",,"A",,"A",,"A",,"A",0,"D",925,"D",929,"D",933,"D",275,"D",271,"D",267,"D",,"A","09","D","2001","D","1","D",,"A",60075,"D",59150,"D",58221,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2400095,47,0,"5","01","D","100","D",0.085,"F",28068,"F",10,"F",348,"F","3","F","4","F",,"A",,"A",0,"F",294,"F",296,"F",298,"F",54,"F",52,"F",50,"F",,"A","11","F","2003","F","1","F",,"A",7656,"F",7363,"F",7067,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2400535,86,0,"5","01","D","100","D",0.0859,"D",58181,"D",15,"D",576,"D",,"A",,"A",,"A",,"A",0,"D",226,"D",228,"D",230,"D",350,"D",348,"D",346,"D",,"A","11","D","2007","D","1","D",,"A",48858,"D",48631,"D",48404,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2400605,61,0,"5","01","D","100","D",0.0859,"D",214136,"T",15,"D",2679,"T",,"A",,"A",,"A",,"A",0,"D",713,"D",718,"D",723,"D",1614,"D",1609,"D",1604,"D",,"A","10","D","2010","D","1","D",,"A",181009,"T",179773,"T",179081,"T","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2400805,29,0,"1","01","D","500","D",0.0514,"F",48326,"T",10,"F",.,"A",,"A",,"A",,"A",,"A",0,"F",417,"V",420,"V",422,"V",27,"F",27,"F",27,"F",,"A","09","F","2007","D",,"A",,"A",6286,"F",6206,"F",6126,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2401655,31,0,"5","01","D","100","D",0.0859,"F",66005,"F",12,"F",736,"F",,"A",,"A",,"A",,"A",0,"F",356,"F",358,"F",361,"F",380,"F",378,"F",375,"F",,"A","05","F","2008","F","1","F",,"A",53147,"F",52791,"F",52433,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2402165,48,0,"5","01","D","100","D",0.0859,"F",52000,"F",20,"F",478,"F",,"B",,"B",,"B",,"B",24,"F",114,"F",115,"F",116,"F",340,"F",339,"F",338,"F",,"A","12","F","2007","F","1","F",,"A",47451,"F",47336,"F",47221,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2403005,37,0,"5","01","D","100","D",0.0859,"D",32828,"D",15,"D",325,"D",,"A",,"A",,"A",,"A",0,"D",159,"D",160,"D",162,"D",166,"D",165,"D",163,"D",,"A","04","D","2005","D","1","D",,"A",23154,"D",22995,"D",22835,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2404675,36,0,"5","01","D","100","D",0.0859,"D",110000,"D",15,"D",1089,"D",,"A",,"A",,"A",,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A","03","D","2004","D","2","D",,"A",70340,"D",69754,"D",69165,"D","01","D","1","D",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2405215,55,0,"5","01","D","100","D",0.0524,"D",130000,"D",15,"D",1208,"D",,"B",,"B",,"B",,"B",164,"D",608,"D",611,"D",613,"D",436,"D",433,"D",431,"D",,"A","04","D","2007","D","1","D",,"A",99855,"D",99247,"D",98637,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2405375,66,0,"5","01","D","100","D",0.0859,"D",31209,"D",12,"D",348,"D",,"A",,"A",,"A",,"A",0,"D",237,"D",238,"D",240,"D",111,"D",110,"D",108,"D",,"A","06","D","2004","D","1","D",,"A",15541,"D",15304,"D",15065,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2405485,61,0,"5","01","D","100","D",0.06,"D",35000,"D",10,"D",420,"D",,"B",,"B",,"B",,"B",31,"D",356,"D",358,"D",359,"D",33,"D",31,"D",30,"D",,"A","06","D","2003","D","1","D",,"A",6616,"D",6260,"D",5902,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2405725,43,0,"5","01","D","100","D",0.065,"D",55395,"D",10,"D",629,"D",,"A",,"A",,"A",,"A",0,"D",404,"D",406,"D",408,"D",225,"D",223,"D",221,"D",,"A","10","D","2008","D","1","D",,"A",41557,"D",41153,"D",40747,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2409005,55,0,"5","01","D","100","D",0.06,"D",32000,"D",20,"D",229,"D",,"A",,"A",,"A",,"A",0,"D",69,"D",70,"D",70,"D",96,"D",95,"D",95,"D",,"A","06","D","2006","D","2","D",,"A",26600,"D",26504,"D",26407,"D","01","D","1","D",,"A",,"A",165,"D",165,"D",165,"D","1","D","2","D"
"20121",2409515,47,0,"5","01","D","100","D",0.064,"D",25000,"D",10,"D",300,"D",,"B",,"B",,"B",,"B",17,"D",255,"D",256,"D",257,"D",28,"D",27,"D",26,"D",,"A","08","D","2003","D","1","D",,"A",5295,"D",5040,"D",4784,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2409675,45,0,"5","01","D","100","D",0.06,"D",15000,"D",10,"D",167,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",500,"D",500,"D",500,"D",,"A","06","D","2009","D","2","D",,"A",15000,"D",15000,"D",15000,"D","01","D",,"A","2","D",,"A",500,"D",400,"D",500,"D",,"A","2","D"
"20121",2409685,60,0,"5","01","D","100","D",0.065,"D",30000,"D",15,"D",270,"D",,"B",,"B",,"B",,"B",9,"D",105,"D",105,"D",106,"D",156,"D",156,"D",155,"D",,"A","01","D","2011","D","1","D",,"A",28887,"D",28782,"D",28677,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20121",2411194,56,0,"5","01","D","100","D",0.0859,"D",51459,"D",5,"D",1058,"D",,"C",,"C",,"C",,"C",0,"D",715,"D",720,"D",725,"D",343,"D",338,"D",333,"D",,"A","05","D","2011","D","1","D",,"A",47961,"D",47246,"D",46527,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20121",2411534,56,0,"5","01","D","100","D",0.0859,"F",66443,"F",10,"F",827,"F",,"A",,"A",,"A",,"A",0,"F",672,"F",677,"F",682,"F",155,"F",150,"F",145,"F",,"A","04","F","2004","F","1","F",,"A",21588,"F",20915,"F",20238,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2411564,48,0,"5","01","D","100","D",0.099,"D",33411,"D",15,"D",357,"D",,"A",,"A",,"A",,"A",0,"D",86,"D",87,"D",88,"D",271,"D",270,"D",269,"D",,"A","03","D","2011","D","1","D",,"A",32827,"D",32741,"D",32654,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2413084,48,0,"5","01","D","100","D",0.05,"D",214136,"T",20,"D",1400,"D",,"C",,"C",,"C",,"C",0,"D",1339,"T",1392,"T",1399,"T",57,"D",51,"D",46,"D",,"A","08","D","1992","D","1","D",,"A",13683,"D",12340,"D",10992,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20121",2413404,31,0,"5","01","D","100","D",0.0859,"F",32828,"F",15,"F",325,"F",,"A",,"A",,"A",,"A",0,"F",159,"F",160,"F",162,"F",166,"F",165,"F",163,"F",,"A","04","F","2005","F","1","F",,"A",23154,"F",22995,"F",22835,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2414084,44,0,"5","01","D","100","D",0.0475,"D",51939,"D",15,"D",404,"D",,"A",,"A",,"A",,"A",0,"D",266,"D",267,"D",268,"D",138,"D",137,"D",136,"D",,"A","08","D","2005","D","1","D",,"A",34919,"D",34653,"D",34386,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2414504,27,0,"5","01","D","100","D",0.0859,"F",4017,"F",10,"F",50,"F",,"A",,"A",,"A",,"A",0,"F",40,"F",40,"F",40,"F",10,"F",10,"F",10,"F",,"A","07","F","2004","F","1","F",,"A",1425,"F",1385,"F",1345,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2414844,73,0,"5","01","D","100","D",0.07,"D",38000,"D",15,"D",375,"D",,"B",,"B",,"B",,"B",33,"D",161,"D",162,"D",163,"D",181,"D",180,"D",179,"D",,"A","08","D","2007","D","1","D",,"A",31037,"D",30876,"D",30715,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2414944,36,0,"5","01","D","100","D",0.099,"F",33411,"F",15,"F",357,"F",,"A",,"A",,"A",,"A",0,"F",86,"F",87,"F",88,"F",271,"F",270,"F",269,"F",,"A","03","F","2011","F","1","F",,"A",32827,"F",32741,"F",32654,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2415154,35,0,"5","01","D","100","D",0.0859,"D",9159,"D",10,"D",114,"D",,"A",,"A",,"A",,"A",0,"D",105,"D",105,"D",106,"D",9,"D",9,"D",8,"D",,"A","10","D","2002","D","1","D",,"A",1306,"D",1202,"D",1096,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2415294,28,0,"5","01","D","100","D",0.065,"F",22000,"F",15,"F",400,"F",,"B",,"B",,"B",,"B",208,"F",112,"F",113,"F",113,"F",80,"F",79,"F",79,"F",,"A","03","F","2005","F","1","F",,"A",14731,"F",14619,"F",14506,"F","01","D",,"C",,"C",,"C",.,"A",.,"A",.,"A",,"C",,"A"
"20121",2415524,35,0,"5","01","D","100","D",0.0859,"D",20000,"D",20,"D",262,"D",,"B",,"B",,"B",,"B",87,"D",39,"D",40,"D",40,"D",136,"D",135,"D",135,"D",,"A","04","D","2009","D","1","D",,"A",18939,"D",18899,"D",18860,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20121",2415724,47,0,"5","01","D","100","D",0.06,"F",14707,"F",13,"F",136,"F",,"A",,"A",,"A",,"A",0,"F",81,"F",81,"F",82,"F",55,"F",55,"F",54,"F",,"A","07","F","2007","F","1","F",,"A",11008,"F",10927,"F",10846,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2418064,27,0,"5","01","D","100","D",0.055,"D",36716,"D",15,"D",300,"D",,"A",,"A",,"A",,"A",0,"D",160,"D",160,"D",161,"D",140,"D",140,"D",139,"D",,"A","04","D","2008","D","1","D",,"A",30631,"D",30471,"D",30311,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2418074,41,0,"5","01","D","100","D",0.0859,"D",17000,"D",15,"D",260,"D",,"B",,"B",,"B",,"B",92,"D",95,"D",96,"D",97,"D",73,"D",72,"D",71,"D",,"A","05","D","2003","D","1","D",,"A",10173,"D",10078,"D",9982,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2419444,29,0,"5","01","D","100","D",0.0859,"F",117674,"F",15,"F",1165,"F",,"A",,"A",,"A",,"A",0,"F",325,"F",327,"F",330,"F",672,"F",670,"F",668,"F",,"A","11","F","2011","F","1","F",,"A",117351,"F",117026,"F",116699,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2419684,52,0,"5","01","D","100","D",0.0859,"D",20000,"D",20,"D",175,"D",,"A",,"A",,"A",,"A",0,"D",50,"D",50,"D",51,"D",125,"D",125,"D",124,"D",,"A","06","D","2006","D","2","D",,"A",17451,"D",17401,"D",17351,"D","01","D","1","D",,"A",,"A",175,"D",175,"D",175,"D","1","D","2","D"
"20121",2421004,30,0,"5","01","D","200","D",0.0725,"F",24648,"F",15,"F",225,"F",,"A",,"A",,"A",,"A",0,"F",84,"F",84,"F",85,"F",141,"F",141,"F",140,"F",,"A","07","F","2010","F","1","F",,"A",23374,"F",23290,"F",23206,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2421064,48,0,"5","01","D","100","D",0.07,"D",39555,"D",14,"D",370,"D",,"A",,"A",,"A",,"A",0,"D",283,"D",285,"D",286,"D",77,"D",76,"D",75,"D",,"A","09","D","2001","D","1","D",,"A",14889,"D",14606,"D",14321,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2421404,49,0,"5","01","D","100","D",0.07,"D",100000,"D",10,"D",1161,"D",,"A",,"A",,"A",,"A",0,"D",649,"D",652,"D",656,"D",10,"D",10,"D",9,"D",,"A","12","D","2003","D","2","D",,"A",26937,"D",25933,"D",24923,"D","01","D","1","D",,"A",,"A",850,"D",850,"D",750,"D","1","D","2","D"
"20121",2423554,47,0,"5","01","D","100","D",0.0859,"D",24103,"D",10,"D",300,"D",,"A",,"A",,"A",,"A",0,"D",212,"D",213,"D",215,"D",88,"D",87,"D",85,"D",,"A","12","D","2005","D","1","D",,"A",12362,"D",12151,"D",11938,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2424494,27,0,"5","01","D","100","D",0.065,"D",22000,"D",15,"D",400,"D",,"B",,"B",,"B",,"B",208,"D",112,"D",113,"D",113,"D",80,"D",79,"D",79,"D",,"A","03","D","2005","D","1","D",,"A",14731,"D",14619,"D",14506,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"C",,"A"
"20121",2426374,38,0,"5","01","D","100","D",0.052,"D",134117,"D",20,"D",900,"D",,"A",,"A",,"A",,"A",0,"D",791,"D",794,"D",797,"D",109,"D",106,"D",103,"D",,"A","05","D","1994","D","1","D",,"A",25267,"D",24476,"D",23682,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2428104,35,0,"5","01","D","100","D",0.05,"D",30000,"D",10,"D",318,"D",,"A",,"A",,"A",,"A",0,"D",136,"D",136,"D",137,"D",14,"D",14,"D",13,"D",,"A","11","D","2003","D","2","D",,"A",7253,"D",6965,"D",6676,"D","01","D","1","D",,"A",,"A",150,"D",150,"D",150,"D","1","D","2","D"
"20121",2428874,53,0,"5","01","D","100","D",0.0859,"D",60000,"D",15,"D",594,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",0,"D",,"A","03","D","2001","D","2","D",,"A",60000,"D",60000,"D",60000,"D","01","D","1","D",,"A",,"A",16133,"T",0,"D",0,"D",,"A","2","D"
"20121",2429484,54,0,"5","01","D","100","D",0.0859,"F",25000,"F",15,"F",248,"F",,"A",,"A",,"A",,"A",0,"F",193,"F",194,"F",196,"F",55,"F",54,"F",52,"F",,"A","10","F","1999","F","1","F",,"A",7706,"F",7513,"F",7319,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2429574,57,0,"5","01","D","100","D",0.06,"D",30000,"D",19,"D",415,"D","3","D","4","D",,"A",,"A",194,"D",.,"A",71,"D",71,"D",.,"A",150,"D",150,"D",,"A","12","D","2011","D","1","D","122011","D",.,"A",30000,"D",29929,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2429574,81,0,"5","01","D","100","D",0.18,"D",50000,"D",20,"D",772,"D","3","D","4","D",,"A",,"A",0,"D",413,"D",.,"A",.,"A",359,"D",.,"A",.,"A","122011","D","06","D","1995","D","1","D",,"A",23915,"D",.,"A",.,"A","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2430134,41,0,"5","01","D","100","D",0.06,"D",11000,"D",2,"D",600,"D",,"B",,"B",,"B",,"B",112,"D",437,"D",440,"D",442,"D",51,"D",48,"D",46,"D",,"A","09","D","2011","D","1","D",,"A",10132,"D",9694,"D",9255,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2430394,41,0,"5","01","D","100","D",0.06,"D",59379,"D",17,"D",465,"D",,"A",,"A",,"A",,"A",0,"D",247,"D",248,"D",249,"D",218,"D",217,"D",216,"D",,"A","06","D","2005","D","1","D","112011","D",43637,"D",43391,"D",43143,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2431004,68,0,"5","01","D","100","D",0.0425,"D",25000,"D",5,"D",474,"D",,"B",,"B",,"B",,"B",11,"D",377,"D",378,"D",380,"D",86,"D",85,"D",83,"D",,"A","09","D","2011","D","1","D",,"A",24250,"D",23873,"D",23494,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2432104,46,0,"5","01","D","100","D",0.049,"D",17037,"D",7,"D",240,"D",,"A",,"A",,"A",,"A",0,"D",235,"D",236,"D",237,"D",5,"D",4,"D",3,"D",,"A","05","D","2005","D","1","D",,"A",1185,"D",950,"D",714,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2433114,43,0,"5","01","D","100","D",0.0859,"F",150000,"F",10,"F",1867,"F",,"C",,"C",,"C",,"C",0,"F",1339,"V",1392,"V",1399,"V",641,"F",633,"F",624,"F",,"A","10","F","2006","F","2","F",,"A",89592,"F",88367,"F",87132,"F","01","D",,"C",,"C",,"C",145,"F",145,"F",145,"F",,"C",,"A"
"20121",2433654,32,0,"5","01","D","100","D",0.0859,"F",66443,"F",10,"F",827,"F",,"A",,"A",,"A",,"A",0,"F",672,"F",677,"F",682,"F",155,"F",150,"F",145,"F",,"A","04","F","2004","F","1","F",,"A",21588,"F",20915,"F",20238,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2433964,46,0,"5","01","D","100","D",0.0615,"D",4652,"D",10,"D",52,"D",,"A",,"A",,"A",,"A",0,"D",45,"D",46,"D",46,"D",7,"D",6,"D",6,"D",,"A","03","D","2004","D","1","D",,"A",1308,"D",1262,"D",1217,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2434084,62,0,"5","01","D","100","D",0.052,"D",156006,"D",15,"D",1250,"D",,"A",,"A",,"A",,"A",0,"D",709,"D",713,"D",716,"D",541,"D",537,"D",534,"D",,"A","11","D","2007","D","1","D",,"A",124747,"D",124038,"D",123326,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2434204,36,0,"5","01","D","100","D",0.095,"D",34000,"D",20,"D",317,"D",,"A",,"A",,"A",,"A",0,"D",204,"D",206,"D",207,"D",106,"D",104,"D",103,"D",,"A","05","D","1996","D","2","D",,"A",13675,"D",13466,"D",13256,"D","01","D",,"A",,"A","3","D",310,"D",310,"D",310,"D","1","D","2","D"
"20121",2435564,50,0,"5","01","D","100","D",0.06,"D",54000,"D",15,"D",474,"D",,"B",,"B",,"B",,"B",18,"D",287,"D",288,"D",290,"D",169,"D",168,"D",166,"D",,"A","09","D","2004","D","1","D",,"A",33790,"D",33503,"D",33214,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2435624,63,0,"5","01","D","100","D",0.05,"D",28326,"D",15,"D",224,"D",,"A",,"A",,"A",,"A",0,"D",121,"D",121,"D",122,"D",72,"D",72,"D",71,"D",,"A","05","D","2009","D","1","D",,"A",24827,"D",24706,"D",24585,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2436674,70,0,"5","01","D","100","D",0.0525,"D",32965,"D",15,"D",265,"D",,"A",,"A",,"A",,"A",0,"D",0,"D",0,"D",0,"D",265,"D",265,"D",265,"D",,"A","10","D","2009","D","1","D",,"A",32965,"D",32965,"D",32965,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A",,"A","2","D"
"20121",2436974,43,0,"5","01","D","100","D",0.07,"F",46505,"F",15,"F",418,"F",,"A",,"A",,"A",,"A",0,"F",266,"F",267,"F",269,"F",114,"F",113,"F",112,"F",,"A","06","F","2003","F","1","F",,"A",26134,"F",25869,"F",25602,"F","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
"20121",2437364,50,0,"5","01","D","100","D",0.07,"D",46505,"D",15,"D",418,"D",,"A",,"A",,"A",,"A",0,"D",266,"D",267,"D",269,"D",114,"D",113,"D",112,"D",,"A","06","D","2003","D","1","D",,"A",26134,"D",25869,"D",25602,"D","01","D",,"A",,"A",,"A",.,"A",.,"A",.,"A","1","D","2","D"
