"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QFCD3MCX","QFCD_MCX","QPYP3MCX","QPYP_MCX","QPRP3MCX","QPRP_MCX"
"20114",2465172,36,0,"1",34,"D",.,"A",.,"A"
"20114",2465222,22,0,"1",.,"A",3,"D",.,"A"
"20114",2465252,49,0,"1",44,"F",.,"A",.,"A"
"20114",2465382,30,0,"1",20,"D",.,"A",.,"A"
"20114",2465392,43,0,"1",45,"D",.,"A",.,"A"
"20114",2465912,45,0,"1",0,"D",.,"A",.,"A"
"20114",2466142,33,0,"1",40,"D",.,"A",.,"A"
"20114",2466162,94,0,"1",.,"A",5,"D",.,"A"
"20114",2466652,21,0,"1",45,"D",.,"A",.,"A"
"20114",2466682,51,0,"1",30,"D",.,"A",.,"A"
"20114",2466932,30,0,"1",750,"D",.,"A",.,"A"
"20114",2467332,22,0,"1",.,"A",.,"A",10,"D"
"20114",2467732,47,0,"1",.,"A",.,"A",0,"D"
"20114",2467822,33,0,"1",.,"A",.,"A",150,"D"
"20114",2467852,20,0,"1",.,"A",2,"D",.,"A"
"20114",2467902,51,0,"1",.,"A",30,"D",.,"A"
"20114",2468002,29,0,"1",.,"A",.,"A",25,"D"
"20114",2468072,59,0,"1",5,"D",.,"A",.,"A"
"20114",2468112,34,0,"1",10,"D",.,"A",.,"A"
"20114",2468722,49,0,"1",.,"A",.,"A",60,"D"
"20114",2468762,44,0,"1",.,"A",.,"A",140,"D"
"20114",2469092,42,0,"1",.,"A",.,"A",150,"D"
"20114",2469392,34,0,"1",.,"A",.,"A",80,"D"
"20114",2469432,46,0,"1",.,"A",.,"A",100,"D"
"20114",2469552,27,0,"1",.,"A",.,"A",22,"D"
"20114",2469802,25,0,"1",60,"D",.,"A",.,"A"
"20114",2469992,40,0,"1",50,"D",.,"A",.,"A"
"20114",2471022,48,0,"1",.,"A",12,"D",.,"A"
"20114",2471112,42,0,"1",100,"D",.,"A",50,"D"
"20114",2471172,39,0,"1",.,"A",.,"A",25,"D"
"20114",2471192,78,0,"1",.,"A",25,"D",.,"A"
"20114",2471262,51,0,"1",30,"D",.,"A",.,"A"
"20114",2471702,67,0,"1",.,"A",.,"A",90,"D"
"20114",2471892,60,0,"1",.,"A",.,"A",60,"D"
"20114",2472312,28,0,"1",10,"D",.,"A",.,"A"
"20114",2472612,52,0,"1",25,"D",.,"A",.,"A"
"20114",2472662,39,0,"1",60,"D",.,"A",.,"A"
"20114",2473002,27,0,"1",100,"D",.,"A",100,"D"
"20114",2473232,108,0,"1",.,"A",.,"A",60,"D"
"20114",2473942,60,0,"1",.,"A",.,"A",0,"D"
"20114",2474152,20,0,"1",.,"A",.,"A",25,"D"
"20114",2474402,28,0,"1",30,"D",.,"A",.,"A"
"20114",2474452,37,0,"1",.,"A",.,"A",120,"D"
"20114",2474972,39,0,"1",12,"D",.,"A",.,"A"
"20114",2475572,36,0,"1",13,"D",5,"D",164,"D"
"20114",2475662,21,0,"1",120,"D",.,"A",.,"A"
"20114",2475742,58,0,"1",.,"A",.,"A",135,"D"
"20114",2475972,30,0,"1",.,"A",.,"A",0,"D"
"20114",2476582,46,0,"1",10,"D",.,"A",.,"A"
"20114",2476682,35,0,"1",40,"D",.,"A",.,"A"
"20114",2476732,38,0,"1",.,"A",1,"D",.,"A"
"20114",2476832,40,0,"1",16,"D",.,"A",0,"D"
"20114",2477803,37,0,"1",90,"D",.,"A",.,"A"
"20114",2478823,27,0,"1",.,"A",.,"A",50,"D"
"20114",2481834,43,0,"1",58,"F",.,"A",.,"A"
"20114",2482365,25,0,"1",.,"A",.,"A",0,"D"
"20114",2482824,34,0,"1",90,"D",.,"A",.,"A"
"20114",2483575,60,0,"1",10,"D",.,"A",.,"A"
"20114",2484083,63,0,"1",.,"A",.,"A",360,"D"
"20114",2484473,52,0,"1",50,"D",.,"A",.,"A"
"20114",2485944,17,0,"1",.,"A",.,"A",0,"D"
"20114",2486725,30,0,"1",.,"A",.,"A",125,"D"
"20114",2487442,35,0,"1",30,"D",.,"A",.,"A"
"20114",2488612,17,0,"1",0,"D",.,"A",.,"A"
"20114",2488623,30,0,"1",.,"A",.,"A",0,"D"
"20114",2489224,35,0,"1",262,"D",.,"A",.,"A"
"20114",2492174,36,0,"1",30,"D",.,"A",.,"A"
"20114",2494843,21,0,"1",100,"D",.,"A",.,"A"
"20114",2496574,25,0,"1",100,"D",.,"A",.,"A"
"20114",2497002,34,0,"1",20,"D",.,"A",.,"A"
"20114",2499433,46,0,"1",30,"D",.,"A",50,"D"
"20114",2499613,29,0,"1",.,"A",10,"D",70,"D"
"20114",2500594,23,0,"1",.,"A",.,"A",320,"D"
"20114",2500633,33,0,"1",0,"D",.,"A",.,"A"
"20114",2500785,34,0,"1",.,"A",.,"A",50,"D"
"20114",2501614,31,0,"1",.,"A",20,"D",.,"A"
"20114",2502214,37,0,"1",.,"A",.,"A",120,"D"
"20114",2504665,25,0,"1",.,"A",.,"A",90,"D"
"20114",2504863,24,0,"1",50,"D",.,"A",.,"A"
"20114",2505435,37,0,"1",.,"A",.,"A",25,"D"
"20114",2506645,42,0,"1",20,"D",.,"A",.,"A"
"20114",2506774,21,0,"1",60,"D",.,"A",.,"A"
"20114",2508003,29,0,"1",.,"A",.,"A",30,"D"
"20114",2508315,34,0,"1",.,"A",.,"A",300,"D"
"20114",2509794,32,0,"1",.,"A",.,"A",30,"D"
"20114",2510505,53,0,"1",0,"D",.,"A",.,"A"
"20114",2510895,31,0,"1",60,"D",.,"A",.,"A"
"20114",2511035,39,0,"1",92,"D",.,"A",.,"A"
"20121",2377535,39,0,"1",.,"A",4,"D",.,"A"
"20121",2377575,70,0,"1",.,"A",2,"D",.,"A"
"20121",2378845,94,0,"1",.,"A",.,"A",180,"D"
"20121",2379145,30,0,"1",35,"D",.,"A",.,"A"
"20121",2379265,57,0,"1",5,"D",.,"A",.,"A"
"20121",2379405,52,0,"1",.,"A",.,"A",45,"D"
"20121",2379545,60,0,"1",30,"D",.,"A",.,"A"
"20121",2379715,55,0,"1",.,"A",.,"A",45,"D"
"20121",2379735,58,0,"1",.,"A",.,"A",75,"D"
"20121",2380095,27,0,"1",.,"A",.,"A",30,"D"
"20121",2380845,28,0,"1",.,"A",.,"A",50,"D"
"20121",2381205,36,0,"1",300,"D",.,"A",.,"A"
"20121",2381675,35,0,"1",20,"D",.,"A",.,"A"
"20121",2381725,42,0,"1",5,"D",.,"A",.,"A"
"20121",2381785,28,0,"1",.,"A",.,"A",50,"D"
"20121",2381835,31,0,"1",.,"A",.,"A",50,"D"
"20121",2382305,65,0,"1",.,"A",.,"A",330,"D"
"20121",2382455,45,0,"1",10,"D",.,"A",.,"A"
"20121",2383045,42,0,"1",.,"A",.,"A",40,"D"
"20121",2383375,32,0,"1",30,"D",.,"A",.,"A"
"20121",2383575,55,0,"1",.,"A",.,"A",20,"D"
"20121",2383985,50,0,"1",45,"D",.,"A",.,"A"
"20121",2384135,61,0,"1",12,"D",.,"A",.,"A"
"20121",2384335,57,0,"1",.,"A",.,"A",45,"D"
"20121",2384365,30,0,"1",30,"D",.,"A",.,"A"
"20121",2384625,56,0,"1",30,"D",.,"A",.,"A"
"20121",2384665,32,0,"1",.,"A",.,"A",300,"D"
"20121",2384995,40,0,"1",.,"A",.,"A",90,"D"
"20121",2385135,51,0,"1",15,"D",.,"A",.,"A"
"20121",2385215,91,0,"1",15,"D",.,"A",.,"A"
"20121",2385775,56,0,"1",.,"A",.,"A",25,"D"
"20121",2385795,108,0,"1",.,"A",.,"A",107,"D"
"20121",2387085,40,0,"1",.,"A",.,"A",100,"D"
"20121",2387815,26,0,"1",120,"D",.,"A",.,"A"
"20121",2388205,66,0,"1",60,"D",.,"A",.,"A"
"20121",2388295,37,0,"1",20,"D",.,"A",.,"A"
"20121",2388385,42,0,"1",.,"A",.,"A",244,"D"
"20121",2388405,37,0,"1",.,"A",.,"A",90,"D"
"20121",2388615,76,0,"1",20,"D",.,"A",.,"A"
"20121",2388965,46,0,"1",.,"A",.,"A",0,"D"
"20121",2389445,79,0,"1",10,"D",.,"A",.,"A"
"20121",2389595,33,0,"1",.,"A",.,"A",40,"D"
"20121",2389645,46,0,"1",2,"D",.,"A",0,"D"
"20121",2389895,60,0,"1",120,"D",.,"A",.,"A"
"20121",2390865,31,0,"1",150,"D",.,"A",.,"A"
"20121",2391175,50,0,"1",.,"A",.,"A",0,"D"
"20121",2391215,42,0,"1",0,"D",.,"A",.,"A"
"20121",2391385,29,0,"1",20,"D",.,"A",.,"A"
"20121",2391575,28,0,"1",0,"D",.,"A",.,"A"
"20121",2391635,52,0,"1",20,"D",.,"A",.,"A"
"20121",2392175,49,0,"1",.,"A",.,"A",50,"D"
"20121",2392195,31,0,"1",105,"D",.,"A",.,"A"
"20121",2392715,51,0,"1",.,"A",.,"A",1120,"D"
"20121",2392905,38,0,"1",.,"A",0,"D",.,"A"
"20121",2392925,50,0,"1",.,"A",.,"A",135,"D"
"20121",2393095,55,0,"1",.,"A",.,"A",30,"D"
"20121",2393215,26,0,"1",.,"A",.,"A",20,"D"
"20121",2393295,62,0,"1",50,"D",.,"A",.,"A"
"20121",2393875,24,0,"1",0,"D",.,"A",.,"A"
"20121",2394515,52,0,"1",80,"D",.,"A",.,"A"
"20121",2394705,46,0,"1",.,"A",1,"D",.,"A"
"20121",2395135,64,0,"1",60,"D",.,"A",.,"A"
"20121",2395285,25,0,"1",5,"D",.,"A",.,"A"
"20121",2395375,54,0,"1",.,"A",.,"A",20,"D"
"20121",2395385,32,0,"1",110,"D",.,"A",.,"A"
"20121",2395485,75,0,"1",.,"A",.,"A",100,"D"
"20121",2395565,98,0,"1",20,"D",.,"A",.,"A"
"20121",2395705,39,0,"1",120,"D",.,"A",.,"A"
"20121",2395765,35,0,"1",30,"D",.,"A",.,"A"
"20121",2395905,88,0,"1",80,"D",.,"A",.,"A"
"20121",2396045,27,0,"1",70,"D",.,"A",.,"A"
"20121",2396295,53,0,"1",.,"A",.,"A",90,"D"
"20121",2396365,60,0,"1",.,"A",.,"A",100,"D"
"20121",2397085,55,0,"1",.,"A",.,"A",100,"D"
"20121",2397115,87,0,"1",20,"D",.,"A",.,"A"
"20121",2397475,64,0,"1",.,"A",.,"A",20,"D"
"20121",2397825,27,0,"1",.,"A",1,"D",.,"A"
"20121",2398755,54,0,"1",30,"D",.,"A",.,"A"
"20121",2398855,52,0,"1",.,"A",7,"D",.,"A"
"20121",2399245,23,0,"1",4,"D",.,"A",.,"A"
"20121",2400095,66,0,"1",.,"A",.,"A",100,"D"
"20121",2400195,29,0,"1",.,"A",.,"A",90,"D"
"20121",2400295,27,0,"1",30,"D",.,"A",.,"A"
"20121",2400505,46,0,"1",.,"A",.,"A",0,"D"
"20121",2400825,58,0,"1",10,"D",.,"A",.,"A"
"20121",2400835,50,0,"1",110,"D",.,"A",.,"A"
"20121",2400925,35,0,"1",50,"D",.,"A",.,"A"
"20121",2401035,34,0,"1",15,"D",.,"A",.,"A"
"20121",2401105,25,0,"1",.,"A",.,"A",82,"F"
"20121",2401535,36,0,"1",40,"D",.,"A",.,"A"
"20121",2401865,24,0,"1",.,"A",.,"A",100,"D"
"20121",2402055,44,0,"1",.,"A",1,"D",.,"A"
"20121",2402215,40,0,"1",16,"D",.,"A",.,"A"
"20121",2402275,56,0,"1",22,"D",.,"A",.,"A"
"20121",2402305,75,0,"1",.,"A",.,"A",20,"D"
"20121",2402615,27,0,"1",0,"D",.,"A",0,"D"
"20121",2403275,37,0,"1",.,"A",.,"A",130,"D"
"20121",2404145,49,0,"1",100,"D",.,"A",.,"A"
"20121",2404335,27,0,"1",75,"D",.,"A",.,"A"
"20121",2404925,47,0,"1",30,"D",.,"A",.,"A"
"20121",2405015,29,0,"1",.,"A",.,"A",135,"D"
"20121",2405165,31,0,"1",.,"A",.,"A",.,"A"
"20121",2405245,50,0,"1",20,"D",.,"A",.,"A"
"20121",2405685,81,0,"1",.,"A",.,"A",150,"D"
"20121",2405765,49,0,"1",60,"D",.,"A",.,"A"
"20121",2405935,64,0,"1",.,"A",.,"A",0,"D"
"20121",2406235,49,0,"1",20,"D",.,"A",.,"A"
"20121",2406625,35,0,"1",150,"D",.,"A",.,"A"
"20121",2406775,61,0,"1",20,"D",.,"A",.,"A"
"20121",2407015,62,0,"1",20,"D",.,"A",.,"A"
"20121",2407215,42,0,"1",0,"D",.,"A",.,"A"
"20121",2407295,36,0,"1",.,"A",.,"A",120,"D"
"20121",2407625,69,0,"1",40,"D",.,"A",.,"A"
"20121",2407705,47,0,"1",20,"D",.,"A",.,"A"
"20121",2407755,41,0,"1",70,"D",.,"A",.,"A"
"20121",2408515,29,0,"1",0,"D",.,"A",.,"A"
"20121",2408595,29,0,"1",.,"A",.,"A",20,"D"
"20121",2408805,49,0,"1",40,"D",.,"A",.,"A"
"20121",2408985,48,0,"1",45,"D",.,"A",.,"A"
"20121",2409235,48,0,"1",.,"A",.,"A",30,"D"
"20121",2409255,64,0,"1",.,"A",.,"A",135,"D"
"20121",2409265,32,0,"1",.,"A",.,"A",150,"D"
"20121",2409525,35,0,"1",50,"F",.,"A",.,"A"
"20121",2409735,23,0,"1",20,"D",.,"A",.,"A"
"20121",2409885,70,0,"1",.,"A",.,"A",135,"D"
"20121",2409944,49,0,"1",.,"A",.,"A",0,"D"
"20121",2410124,25,0,"1",.,"A",.,"A",0,"D"
"20121",2410804,58,0,"1",50,"D",.,"A",.,"A"
"20121",2411314,38,0,"1",5,"D",.,"A",.,"A"
"20121",2411794,43,0,"1",36,"D",.,"A",.,"A"
"20121",2412024,58,0,"1",.,"A",.,"A",100,"D"
"20121",2412064,55,0,"1",.,"A",.,"A",80,"D"
"20121",2412194,42,0,"1",40,"D",.,"A",.,"A"
"20121",2412234,44,0,"1",.,"A",.,"A",80,"D"
"20121",2412414,79,0,"1",.,"A",.,"A",20,"D"
"20121",2412484,49,0,"1",40,"D",.,"A",.,"A"
"20121",2412724,35,0,"1",.,"A",.,"A",120,"D"
"20121",2412794,22,0,"1",30,"D",.,"A",.,"A"
"20121",2413524,27,0,"1",20,"D",.,"A",.,"A"
"20121",2413745,42,0,"1",.,"A",.,"A",200,"D"
"20121",2413894,54,0,"1",.,"A",.,"A",0,"D"
"20121",2413954,20,0,"1",70,"D",.,"A",.,"A"
"20121",2414054,31,0,"1",.,"A",.,"A",135,"D"
"20121",2414144,48,0,"1",120,"D",.,"A",.,"A"
"20121",2414564,51,0,"1",10,"D",.,"A",.,"A"
"20121",2414644,35,0,"1",15,"D",.,"A",.,"A"
"20121",2415034,35,0,"1",140,"D",.,"A",.,"A"
"20121",2415064,88,0,"1",.,"A",.,"A",104,"D"
"20121",2415084,53,0,"1",30,"D",.,"A",.,"A"
"20121",2415144,33,0,"1",120,"D",.,"A",.,"A"
"20121",2416014,90,0,"1",36,"D",.,"A",.,"A"
"20121",2416784,94,0,"1",.,"A",.,"A",17,"D"
"20121",2417044,47,0,"1",25,"D",.,"A",25,"D"
"20121",2417324,48,0,"1",20,"D",.,"A",.,"A"
"20121",2417644,55,0,"1",50,"D",.,"A",.,"A"
"20121",2417684,32,0,"1",78,"F",.,"A",.,"A"
"20121",2417854,41,0,"1",25,"D",.,"A",.,"A"
"20121",2418324,27,0,"1",0,"D",.,"A",.,"A"
"20121",2418414,95,0,"1",10,"D",.,"A",.,"A"
"20121",2418484,91,0,"1",15,"D",.,"A",.,"A"
"20121",2418814,43,0,"1",50,"D",.,"A",.,"A"
"20121",2418854,40,0,"1",.,"A",.,"A",20,"D"
"20121",2419004,70,0,"1",0,"D",.,"A",.,"A"
"20121",2419044,33,0,"1",.,"A",.,"A",100,"D"
"20121",2419644,50,0,"1",30,"D",.,"A",.,"A"
"20121",2419844,48,0,"1",90,"D",.,"A",.,"A"
"20121",2419964,30,0,"1",30,"D",.,"A",.,"A"
"20121",2420164,22,0,"1",60,"D",.,"A",.,"A"
"20121",2420324,47,0,"1",.,"A",.,"A",80,"D"
"20121",2420344,34,0,"1",.,"A",1,"D",.,"A"
"20121",2420724,71,0,"1",25,"D",.,"A",.,"A"
"20121",2420974,36,0,"1",20,"D",.,"A",.,"A"
"20121",2421114,75,0,"1",.,"A",.,"A",100,"D"
"20121",2421234,21,0,"1",0,"D",.,"A",.,"A"
"20121",2421374,24,0,"1",.,"A",.,"A",105,"D"
"20121",2421744,88,0,"1",.,"A",.,"A",0,"D"
"20121",2421844,33,0,"1",.,"A",.,"A",120,"D"
"20121",2422364,42,0,"1",.,"A",.,"A",200,"D"
"20121",2422504,70,0,"1",.,"A",.,"A",50,"D"
"20121",2422534,22,0,"1",.,"A",.,"A",125,"D"
"20121",2422544,47,0,"1",.,"A",.,"A",135,"D"
"20121",2422554,25,0,"1",23,"D",.,"A",.,"A"
"20121",2422704,59,0,"1",4,"D",.,"A",.,"A"
"20121",2422734,64,0,"1",.,"A",.,"A",100,"D"
"20121",2423414,39,0,"1",50,"D",.,"A",.,"A"
"20121",2423664,25,0,"1",.,"A",.,"A",0,"D"
"20121",2423754,42,0,"1",.,"A",.,"A",20,"D"
"20121",2424384,26,0,"1",.,"A",.,"A",40,"D"
"20121",2425284,37,0,"1",0,"D",.,"A",.,"A"
"20121",2425294,33,0,"1",25,"D",.,"A",.,"A"
"20121",2425374,44,0,"1",0,"D",.,"A",.,"A"
"20121",2425474,26,0,"1",100,"D",.,"A",.,"A"
"20121",2425654,35,0,"1",.,"A",.,"A",90,"D"
"20121",2425754,46,0,"1",.,"A",.,"A",50,"D"
"20121",2425924,33,0,"1",60,"D",.,"A",.,"A"
"20121",2425974,33,0,"1",60,"D",.,"A",.,"A"
"20121",2426004,27,0,"1",10,"D",.,"A",.,"A"
"20121",2426024,49,0,"1",.,"A",.,"A",20,"D"
"20121",2426364,37,0,"1",60,"D",.,"A",.,"A"
"20121",2426864,57,0,"1",0,"D",.,"A",.,"A"
"20121",2427034,44,0,"1",25,"D",.,"A",.,"A"
"20121",2427134,84,0,"1",.,"A",1,"D",80,"D"
"20121",2427214,44,0,"1",105,"D",.,"A",.,"A"
"20121",2427334,32,0,"1",.,"A",.,"A",240,"D"
"20121",2427664,33,0,"1",.,"A",.,"A",40,"D"
"20121",2427854,52,0,"1",.,"A",.,"A",60,"D"
"20121",2428524,49,0,"1",55,"D",.,"A",.,"A"
"20121",2429074,48,0,"1",.,"A",.,"A",135,"D"
"20121",2429484,69,0,"1",90,"D",.,"A",.,"A"
"20121",2429564,50,0,"1",.,"A",.,"A",14,"D"
"20121",2429614,50,0,"1",5,"D",.,"A",.,"A"
"20121",2429854,73,0,"1",.,"A",.,"A",120,"D"
"20121",2429944,49,0,"1",50,"D",.,"A",.,"A"
"20121",2430134,58,0,"1",.,"A",.,"A",20,"D"
"20121",2430404,25,0,"1",220,"D",.,"A",.,"A"
"20121",2430694,36,0,"1",10,"D",.,"A",.,"A"
"20121",2431794,42,0,"1",30,"D",.,"A",.,"A"
"20121",2432174,67,0,"1",.,"A",.,"A",300,"D"
"20121",2432564,21,0,"1",.,"A",.,"A",0,"D"
"20121",2433244,26,0,"1",.,"A",.,"A",45,"D"
"20121",2433404,22,0,"1",20,"D",.,"A",.,"A"
"20121",2433864,36,0,"1",20,"D",.,"A",.,"A"
"20121",2434254,27,0,"1",.,"A",.,"A",147,"D"
"20121",2434814,51,0,"1",120,"D",.,"A",.,"A"
"20121",2434994,96,0,"1",.,"A",.,"A",45,"D"
"20121",2435394,31,0,"1",.,"A",.,"A",30,"D"
"20121",2435434,42,0,"1",25,"D",.,"A",.,"A"
"20121",2435474,20,0,"1",.,"A",5,"D",.,"A"
"20121",2435624,86,0,"1",.,"A",1,"D",.,"A"
"20121",2436104,28,0,"1",.,"A",.,"A",100,"D"
"20121",2436344,51,0,"1",15,"D",.,"A",.,"A"
"20121",2436614,57,0,"1",.,"A",2,"D",.,"A"
"20121",2437234,26,0,"1",.,"A",.,"A",5,"D"
"20121",2437774,33,0,"1",40,"D",.,"A",.,"A"
"20121",2438144,35,0,"1",55,"D",.,"A",.,"A"
"20121",2438244,53,0,"1",.,"A",.,"A",27,"D"
"20121",2438394,66,0,"1",30,"D",.,"A",.,"A"
"20121",2438974,28,0,"1",0,"D",.,"A",.,"A"
"20121",2439094,41,0,"1",.,"A",.,"A",40,"D"
"20121",2439124,70,0,"1",250,"D",.,"A",.,"A"
"20121",2439574,46,0,"1",17,"D",.,"A",.,"A"
"20121",2439614,78,0,"1",53,"D",.,"A",.,"A"
"20121",2439784,65,0,"1",90,"D",.,"A",.,"A"
"20121",2439844,47,0,"1",165,"D",.,"A",.,"A"
"20121",2440254,88,0,"1",220,"D",.,"A",.,"A"
"20121",2440974,53,0,"1",240,"D",.,"A",.,"A"
"20121",2441014,49,0,"1",.,"A",.,"A",0,"D"
"20121",2441054,58,0,"1",.,"A",.,"A",30,"D"
"20121",2441144,32,0,"1",.,"A",.,"A",300,"D"
"20121",2441294,63,0,"1",10,"D",.,"A",.,"A"
"20121",2441424,32,0,"1",50,"D",.,"A",.,"A"
"20121",2441544,23,0,"1",.,"A",.,"A",144,"D"
"20121",2441764,33,0,"1",.,"A",30,"D",.,"A"
"20121",2442004,38,0,"1",5,"D",.,"A",.,"A"
"20121",2442144,68,0,"1",20,"D",.,"A",.,"A"
"20121",2442174,40,0,"1",20,"D",.,"A",.,"A"
"20121",2442594,67,0,"1",.,"A",.,"A",50,"D"
"20121",2442724,28,0,"1",10,"D",.,"A",.,"A"
"20121",2442764,42,0,"1",.,"A",.,"A",150,"D"
"20121",2442854,52,0,"1",.,"A",.,"A",110,"D"
"20121",2442924,57,0,"1",0,"D",.,"A",.,"A"
"20121",2443144,34,0,"1",6,"D",.,"A",.,"A"
"20121",2443533,57,0,"1",.,"A",.,"A",50,"D"
"20121",2444233,41,0,"1",.,"A",.,"A",700,"D"
"20121",2444743,20,0,"1",10,"D",.,"A",.,"A"
"20121",2444753,100,0,"1",.,"A",.,"A",115,"D"
"20121",2444783,55,0,"1",25,"D",.,"A",.,"A"
"20121",2445053,35,0,"1",.,"A",1,"D",.,"A"
"20121",2445123,80,0,"1",.,"A",.,"A",65,"D"
"20121",2445353,61,0,"1",30,"D",.,"A",.,"A"
"20121",2445893,32,0,"1",.,"A",.,"A",100,"D"
"20121",2445933,50,0,"1",80,"D",.,"A",.,"A"
"20121",2446993,30,0,"1",10,"D",.,"A",.,"A"
"20121",2447003,28,0,"1",.,"A",.,"A",50,"D"
"20121",2447123,57,0,"1",.,"A",.,"A",40,"D"
"20121",2447363,58,0,"1",110,"D",.,"A",.,"A"
"20121",2447604,63,0,"1",.,"A",.,"A",20,"D"
"20121",2447803,56,0,"1",40,"D",.,"A",.,"A"
"20121",2448023,47,0,"1",15,"D",.,"A",.,"A"
"20121",2448043,29,0,"1",400,"D",.,"A",.,"A"
"20121",2448763,38,0,"1",21,"D",.,"A",.,"A"
"20121",2448833,47,0,"1",20,"D",.,"A",.,"A"
"20121",2448923,69,0,"1",.,"A",.,"A",80,"D"
"20121",2449303,30,0,"1",10,"D",.,"A",.,"A"
"20121",2449523,26,0,"1",50,"D",.,"A",.,"A"
"20121",2449713,58,0,"1",25,"D",.,"A",.,"A"
"20121",2449923,59,0,"1",.,"A",.,"A",40,"D"
"20121",2450343,49,0,"1",100,"D",.,"A",100,"D"
"20121",2450793,57,0,"1",124,"F",.,"A",.,"A"
"20121",2450813,49,0,"1",.,"A",.,"A",150,"D"
"20121",2451023,42,0,"1",20,"D",.,"A",.,"A"
"20121",2451133,56,0,"1",6,"D",.,"A",.,"A"
"20121",2451463,75,0,"1",.,"A",.,"A",50,"D"
"20121",2451563,64,0,"1",25,"D",.,"A",40,"D"
"20121",2452083,52,0,"1",10,"D",.,"A",.,"A"
"20121",2452313,54,0,"1",53,"D",.,"A",.,"A"
"20121",2452413,38,0,"1",0,"D",.,"A",.,"A"
"20121",2452493,36,0,"1",40,"D",.,"A",.,"A"
"20121",2452623,52,0,"1",.,"A",.,"A",0,"D"
"20121",2452813,34,0,"1",.,"A",.,"A",0,"D"
"20121",2453373,32,0,"1",.,"A",.,"A",88,"F"
"20121",2453573,61,0,"1",45,"D",.,"A",.,"A"
"20121",2453783,22,0,"1",0,"D",.,"A",.,"A"
"20121",2453793,42,0,"1",.,"A",1,"D",.,"A"
"20121",2453803,62,0,"1",.,"A",.,"A",60,"D"
"20121",2453853,61,0,"1",0,"D",.,"A",.,"A"
"20121",2454083,39,0,"1",10,"D",.,"A",.,"A"
"20121",2454213,43,0,"1",11,"D",.,"A",.,"A"
"20121",2454293,50,0,"1",105,"D",.,"A",.,"A"
"20121",2454323,36,0,"1",70,"D",.,"A",.,"A"
"20121",2454653,76,0,"1",300,"D",.,"A",.,"A"
"20121",2454773,37,0,"1",.,"A",.,"A",96,"D"
"20121",2455305,36,0,"1",15,"D",.,"A",.,"A"
"20121",2455313,23,0,"1",.,"A",5,"D",.,"A"
"20121",2455433,37,0,"1",24,"D",.,"A",.,"A"
"20121",2455503,54,0,"1",.,"A",.,"A",20,"D"
"20121",2457103,21,0,"1",150,"D",.,"A",.,"A"
"20121",2457713,64,0,"1",.,"A",.,"A",20,"D"
"20121",2458553,30,0,"1",20,"D",.,"A",.,"A"
"20121",2458623,31,0,"1",30,"D",.,"A",.,"A"
"20121",2458673,42,0,"1",.,"A",.,"A",40,"D"
"20121",2459223,23,0,"1",0,"D",.,"A",.,"A"
"20121",2459523,52,0,"1",50,"D",.,"A",180,"D"
"20121",2459573,25,0,"1",.,"A",.,"A",90,"D"
"20121",2459623,35,0,"1",90,"D",.,"A",180,"D"
"20121",2459873,42,0,"1",50,"D",.,"A",.,"A"
"20121",2459883,18,0,"1",10,"D",5,"D",.,"A"
"20121",2460003,25,0,"1",20,"D",.,"A",.,"A"
"20121",2460383,66,0,"1",65,"D",.,"A",.,"A"
"20121",2460483,45,0,"1",.,"A",.,"A",40,"D"
"20121",2460523,47,0,"1",40,"D",.,"A",.,"A"
"20121",2460653,36,0,"1",.,"A",.,"A",120,"D"
"20121",2460673,60,0,"1",0,"D",.,"A",.,"A"
"20121",2460693,42,0,"1",0,"D",.,"A",.,"A"
"20121",2460913,40,0,"1",20,"D",.,"A",.,"A"
"20121",2460923,44,0,"1",.,"A",.,"A",260,"D"
"20121",2461083,35,0,"1",.,"A",.,"A",90,"D"
"20121",2461223,43,0,"1",25,"D",.,"A",.,"A"
"20121",2461553,20,0,"1",.,"A",.,"A",150,"D"
"20121",2461903,37,0,"1",160,"D",.,"A",.,"A"
"20121",2461943,52,0,"1",30,"D",.,"A",.,"A"
"20121",2462023,34,0,"1",.,"A",.,"A",20,"D"
"20121",2462083,44,0,"1",60,"D",.,"A",.,"A"
"20121",2462213,31,0,"1",60,"D",.,"A",.,"A"
"20121",2462273,27,0,"1",.,"A",16,"D",.,"A"
"20121",2462703,36,0,"1",.,"A",.,"A",20,"D"
"20121",2462913,68,0,"1",.,"A",.,"A",330,"D"
"20121",2463343,20,0,"1",0,"D",.,"A",.,"A"
"20121",2463423,41,0,"1",.,"A",.,"A",90,"D"
"20121",2463493,29,0,"1",0,"D",.,"A",.,"A"
"20121",2463963,48,0,"1",20,"D",.,"A",60,"D"
"20121",2464153,30,0,"1",0,"D",.,"A",.,"A"
"20121",2464643,54,0,"1",.,"A",.,"A",200,"D"
"20121",2464663,46,0,"1",20,"D",.,"A",.,"A"
"20121",2464683,37,0,"1",.,"A",.,"A",450,"D"
"20121",2464703,94,0,"1",.,"A",.,"A",0,"D"
"20121",2464713,39,0,"1",49,"F",.,"A",.,"A"
"20121",2465013,40,0,"1",19,"D",.,"A",.,"A"
"20121",2465383,31,0,"1",20,"D",.,"A",.,"A"
"20121",2465393,36,0,"1",25,"D",.,"A",.,"A"
