"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QFCD3MCX","QFCD_MCX","QPYP3MCX","QPYP_MCX","QPRP3MCX","QPRP_MCX"
"20115",2263105,43,0,"1",40,"D",.,"A",.,"A"
"20115",2263124,43,0,"1",.,"A",.,"A",10,"D"
"20115",2263315,41,0,"1",60,"D",.,"A",.,"A"
"20115",2264164,56,0,"1",10,"D",.,"A",50,"D"
"20115",2264995,33,0,"1",.,"A",.,"A",45,"D"
"20115",2265004,43,0,"1",10,"D",.,"A",.,"A"
"20115",2265054,39,0,"1",.,"A",.,"A",120,"D"
"20115",2265465,36,0,"1",55,"D",.,"A",.,"A"
"20115",2266375,44,0,"1",25,"D",.,"A",.,"A"
"20115",2266585,70,0,"1",180,"D",.,"A",.,"A"
"20115",2267164,63,0,"1",.,"A",.,"A",20,"D"
"20115",2267454,38,0,"1",0,"D",.,"A",.,"A"
"20115",2267775,104,0,"1",.,"A",.,"A",85,"D"
"20115",2268114,46,0,"1",98,"D",.,"A",.,"A"
"20115",2268545,42,0,"1",2,"D",.,"A",.,"A"
"20115",2269004,38,0,"1",.,"A",.,"A",20,"D"
"20115",2269115,65,0,"1",50,"D",.,"A",.,"A"
"20115",2269364,36,0,"1",30,"D",.,"A",.,"A"
"20115",2269485,35,0,"1",.,"A",0,"D",.,"A"
"20115",2269535,50,0,"1",200,"D",.,"A",.,"A"
"20115",2269934,35,0,"1",.,"A",8,"D",.,"A"
"20115",2270554,55,0,"1",30,"D",.,"A",.,"A"
"20115",2270905,40,0,"1",55,"D",.,"A",.,"A"
"20115",2271365,59,0,"1",.,"A",.,"A",50,"D"
"20115",2271485,50,0,"1",.,"A",.,"A",67,"D"
"20115",2271824,20,0,"1",.,"A",.,"A",60,"D"
"20115",2272385,31,0,"1",14,"D",.,"A",.,"A"
"20115",2272654,29,0,"1",80,"D",.,"A",.,"A"
"20115",2273335,52,0,"1",30,"D",.,"A",.,"A"
"20115",2273794,70,0,"1",.,"A",.,"A",40,"D"
"20115",2273814,65,0,"1",.,"A",.,"A",90,"D"
"20115",2274114,31,0,"1",.,"A",.,"A",90,"D"
"20115",2274205,50,0,"1",120,"D",.,"A",120,"D"
"20115",2274334,48,0,"1",10,"D",.,"A",.,"A"
"20115",2274774,39,0,"1",40,"D",.,"A",.,"A"
"20115",2274804,47,0,"1",0,"D",.,"A",.,"A"
"20115",2274824,37,0,"1",75,"D",.,"A",.,"A"
"20115",2274894,52,0,"1",34,"D",.,"A",.,"A"
"20115",2275254,61,0,"1",0,"D",.,"A",.,"A"
"20115",2275515,41,0,"1",12,"D",2,"D",.,"A"
"20115",2275635,48,0,"1",50,"D",.,"A",.,"A"
"20115",2275864,44,0,"1",0,"D",.,"A",.,"A"
"20115",2276615,39,0,"1",0,"D",.,"A",.,"A"
"20115",2276665,50,0,"1",20,"D",.,"A",.,"A"
"20115",2276755,22,0,"1",80,"D",.,"A",.,"A"
"20115",2278014,18,0,"1",.,"A",.,"A",.,"A"
"20115",2278564,95,0,"1",25,"D",.,"A",.,"A"
"20115",2279114,59,0,"1",.,"A",.,"A",15,"D"
"20115",2279695,28,0,"1",12,"D",.,"A",.,"A"
"20115",2280314,37,0,"1",.,"A",.,"A",165,"D"
"20115",2280424,44,0,"1",.,"A",.,"A",150,"D"
"20115",2281085,20,0,"1",20,"D",.,"A",.,"A"
"20115",2281214,50,0,"1",10,"D",.,"A",.,"A"
"20115",2281625,52,0,"1",.,"A",.,"A",60,"D"
"20115",2281854,40,0,"1",.,"A",0,"D",.,"A"
"20115",2281954,29,0,"1",50,"D",.,"A",.,"A"
"20115",2282264,52,0,"1",.,"A",.,"A",0,"D"
"20115",2282715,26,0,"1",.,"A",.,"A",60,"D"
"20115",2282814,60,0,"1",.,"A",.,"A",100,"D"
"20115",2283115,50,0,"1",20,"D",.,"A",.,"A"
"20115",2283154,48,0,"1",20,"D",.,"A",.,"A"
"20115",2283425,33,0,"1",.,"A",.,"A",0,"D"
"20115",2283445,55,0,"1",5,"D",.,"A",.,"A"
"20115",2283595,39,0,"1",60,"D",.,"A",.,"A"
"20115",2283615,42,0,"1",100,"D",.,"A",.,"A"
"20115",2284645,44,0,"1",.,"A",.,"A",30,"D"
"20115",2284855,33,0,"1",24,"D",.,"A",.,"A"
"20115",2285045,41,0,"1",.,"A",15,"D",.,"A"
"20115",2285094,36,0,"1",55,"D",.,"A",.,"A"
"20115",2285225,74,0,"1",.,"A",.,"A",80,"D"
"20115",2285584,57,0,"1",22,"D",.,"A",.,"A"
"20115",2285705,76,0,"1",60,"D",.,"A",.,"A"
"20115",2285845,36,0,"1",120,"D",.,"A",.,"A"
"20115",2285884,53,0,"1",21,"D",.,"A",.,"A"
"20115",2285975,39,0,"1",15,"D",.,"A",.,"A"
"20115",2286365,52,0,"1",40,"D",.,"A",.,"A"
"20115",2286734,43,0,"1",10,"D",.,"A",.,"A"
"20115",2287695,55,0,"1",60,"D",.,"A",.,"A"
"20115",2288125,72,0,"1",.,"A",.,"A",170,"D"
"20115",2288255,42,0,"1",.,"A",.,"A",20,"D"
"20115",2288785,36,0,"1",30,"D",.,"A",.,"A"
"20115",2288794,30,0,"1",.,"A",15,"D",.,"A"
"20115",2289194,31,0,"1",20,"D",.,"A",.,"A"
"20115",2289514,40,0,"1",.,"A",.,"A",30,"D"
"20115",2289544,45,0,"1",.,"A",.,"A",30,"D"
"20115",2289555,46,0,"1",30,"D",.,"A",.,"A"
"20115",2289795,57,0,"1",.,"A",.,"A",0,"D"
"20115",2289874,26,0,"1",.,"A",.,"A",34,"D"
"20115",2289915,55,0,"1",35,"D",.,"A",.,"A"
"20115",2290435,35,0,"1",10,"D",.,"A",.,"A"
"20115",2290884,33,0,"1",.,"A",.,"A",70,"D"
"20115",2291324,51,0,"1",3,"D",.,"A",.,"A"
"20115",2291374,24,0,"1",.,"A",.,"A",150,"D"
"20115",2291545,62,0,"1",50,"D",.,"A",.,"A"
"20115",2291744,32,0,"1",.,"A",.,"A",120,"D"
"20115",2291765,41,0,"1",240,"D",.,"A",.,"A"
"20115",2291995,36,0,"1",0,"D",.,"A",.,"A"
"20115",2292144,25,0,"1",2,"D",.,"A",.,"A"
"20115",2292234,57,0,"1",26,"D",.,"A",.,"A"
"20115",2292264,27,0,"1",.,"A",.,"A",40,"D"
"20115",2292895,63,0,"1",30,"D",.,"A",.,"A"
"20115",2293184,33,0,"1",15,"D",.,"A",.,"A"
"20115",2293235,26,0,"1",45,"D",.,"A",.,"A"
"20115",2293344,91,0,"1",.,"A",.,"A",100,"D"
"20115",2293525,43,0,"1",0,"D",.,"A",.,"A"
"20115",2293554,75,0,"1",.,"A",.,"A",0,"D"
"20115",2294105,75,0,"1",0,"D",.,"A",.,"A"
"20115",2294444,20,0,"1",.,"A",.,"A",60,"D"
"20115",2294475,66,0,"1",38,"D",.,"A",.,"A"
"20115",2294665,61,0,"1",.,"A",.,"A",100,"D"
"20115",2295235,44,0,"1",30,"D",.,"A",.,"A"
"20115",2295475,57,0,"1",142,"D",.,"A",.,"A"
"20115",2295865,34,0,"1",.,"A",.,"A",105,"D"
"20115",2296454,22,0,"1",10,"D",.,"A",.,"A"
"20115",2296474,70,0,"1",8,"D",.,"A",.,"A"
"20115",2296584,54,0,"1",10,"D",.,"A",20,"D"
"20115",2297185,49,0,"1",.,"A",.,"A",100,"D"
"20115",2298315,34,0,"1",75,"D",.,"A",.,"A"
"20115",2298395,63,0,"1",.,"A",.,"A",213,"D"
"20115",2298575,62,0,"1",25,"D",.,"A",.,"A"
"20115",2298755,61,0,"1",.,"A",.,"A",50,"D"
"20115",2298924,42,0,"1",50,"D",.,"A",.,"A"
"20115",2299144,47,0,"1",.,"A",.,"A",60,"D"
"20115",2299445,44,0,"1",.,"A",.,"A",60,"D"
"20115",2299604,30,0,"1",0,"D",.,"A",.,"A"
"20115",2299924,67,0,"1",.,"A",.,"A",26,"D"
"20115",2300175,26,0,"1",40,"D",.,"A",.,"A"
"20115",2300404,52,0,"1",20,"D",.,"A",200,"D"
"20115",2300434,65,0,"1",20,"D",.,"A",.,"A"
"20115",2300605,40,0,"1",20,"D",.,"A",.,"A"
"20115",2300615,68,0,"1",.,"A",.,"A",30,"D"
"20115",2301115,80,0,"1",.,"A",.,"A",10,"D"
"20115",2301214,57,0,"1",50,"D",.,"A",.,"A"
"20115",2301674,51,0,"1",.,"A",.,"A",45,"D"
"20115",2302184,62,0,"1",25,"D",.,"A",.,"A"
"20115",2302234,29,0,"1",0,"D",.,"A",.,"A"
"20115",2302835,30,0,"1",.,"A",.,"A",.,"A"
"20115",2303214,38,0,"1",15,"D",.,"A",.,"A"
"20115",2303444,42,0,"1",30,"D",.,"A",.,"A"
"20115",2303594,26,0,"1",24,"D",1,"D",.,"A"
"20115",2303745,50,0,"1",.,"A",.,"A",50,"D"
"20115",2303835,30,0,"1",50,"D",.,"A",.,"A"
"20115",2303904,98,0,"1",.,"A",20,"D",.,"A"
"20115",2304225,44,0,"1",.,"A",.,"A",10,"D"
"20115",2304644,23,0,"1",.,"A",1,"D",.,"A"
"20115",2304825,50,0,"1",.,"A",.,"A",60,"D"
"20115",2304844,50,0,"1",.,"A",.,"A",40,"D"
"20115",2304875,63,0,"1",80,"D",2,"D",.,"A"
"20115",2305054,67,0,"1",60,"D",.,"A",.,"A"
"20115",2305114,38,0,"1",.,"A",.,"A",90,"D"
"20115",2305384,28,0,"1",.,"A",.,"A",50,"D"
"20115",2305575,56,0,"1",.,"A",.,"A",20,"D"
"20115",2305885,59,0,"1",.,"A",.,"A",90,"D"
"20115",2305964,31,0,"1",.,"A",.,"A",75,"D"
"20115",2305975,32,0,"1",.,"A",.,"A",22,"D"
"20115",2306115,55,0,"1",15,"D",.,"A",.,"A"
"20115",2306164,51,0,"1",10,"D",.,"A",.,"A"
"20115",2306245,56,0,"1",0,"D",.,"A",.,"A"
"20115",2307694,52,0,"1",60,"D",.,"A",.,"A"
"20115",2308543,24,0,"1",80,"D",.,"A",.,"A"
"20115",2308743,59,0,"1",30,"D",.,"A",.,"A"
"20115",2308823,30,0,"1",.,"A",.,"A",100,"D"
"20115",2309063,62,0,"1",60,"D",.,"A",.,"A"
"20115",2309143,77,0,"1",115,"D",.,"A",.,"A"
"20115",2309233,29,0,"1",105,"D",.,"A",.,"A"
"20115",2309293,49,0,"1",100,"D",.,"A",.,"A"
"20115",2309933,42,0,"1",30,"D",.,"A",.,"A"
"20115",2310323,39,0,"1",140,"D",.,"A",.,"A"
"20115",2310493,50,0,"1",50,"D",.,"A",.,"A"
"20115",2310513,58,0,"1",120,"D",.,"A",.,"A"
"20115",2310883,33,0,"1",.,"A",.,"A",220,"D"
"20115",2310923,60,0,"1",.,"A",.,"A",120,"D"
"20115",2311033,35,0,"1",.,"A",.,"A",90,"D"
"20115",2311453,33,0,"1",10,"D",.,"A",.,"A"
"20115",2311773,45,0,"1",0,"D",.,"A",.,"A"
"20115",2311813,67,0,"1",49,"D",.,"A",20,"D"
"20115",2312133,71,0,"1",110,"D",.,"A",.,"A"
"20115",2312573,49,0,"1",60,"D",.,"A",.,"A"
"20115",2312653,36,0,"1",30,"D",.,"A",.,"A"
"20115",2312963,26,0,"1",0,"D",.,"A",.,"A"
"20115",2313213,49,0,"1",.,"A",.,"A",40,"D"
"20115",2313673,53,0,"1",.,"A",.,"A",16,"D"
"20115",2314283,27,0,"1",.,"A",.,"A",60,"D"
"20115",2315633,37,0,"1",.,"A",.,"A",.,"A"
"20115",2315653,55,0,"1",40,"D",.,"A",.,"A"
"20115",2315843,59,0,"1",10,"D",.,"A",70,"D"
"20115",2316273,94,0,"1",0,"D",.,"A",0,"D"
"20115",2316293,51,0,"1",25,"D",.,"A",.,"A"
"20115",2316353,23,0,"1",.,"A",.,"A",270,"D"
"20115",2316453,44,0,"1",50,"D",.,"A",.,"A"
"20115",2316573,30,0,"1",30,"D",.,"A",.,"A"
"20115",2316593,36,0,"1",.,"A",.,"A",81,"D"
"20115",2316853,24,0,"1",15,"D",.,"A",.,"A"
"20115",2317473,44,0,"1",.,"A",.,"A",20,"D"
"20115",2317543,43,0,"1",.,"A",.,"A",30,"D"
"20115",2318023,74,0,"1",0,"D",.,"A",.,"A"
"20115",2318083,40,0,"1",.,"A",.,"A",0,"D"
"20115",2318443,50,0,"1",.,"A",.,"A",220,"D"
"20115",2318513,52,0,"1",.,"A",.,"A",45,"D"
"20115",2318563,30,0,"1",50,"D",.,"A",.,"A"
"20115",2318793,42,0,"1",20,"D",.,"A",.,"A"
"20115",2318803,22,0,"1",.,"A",1,"D",.,"A"
"20115",2318845,36,0,"1",15,"D",.,"A",.,"A"
"20115",2318933,29,0,"1",30,"D",.,"A",.,"A"
"20115",2318943,46,0,"1",6,"D",.,"A",.,"A"
"20115",2319083,32,0,"1",15,"D",.,"A",.,"A"
"20115",2319213,37,0,"1",.,"A",.,"A",20,"D"
"20115",2319843,24,0,"1",100,"D",.,"A",.,"A"
"20115",2319943,42,0,"1",60,"D",.,"A",.,"A"
"20115",2320613,29,0,"1",0,"D",.,"A",.,"A"
"20115",2320783,34,0,"1",15,"D",.,"A",.,"A"
"20115",2321033,49,0,"1",60,"D",.,"A",40,"D"
"20115",2321413,51,0,"1",15,"D",.,"A",.,"A"
"20115",2321553,38,0,"1",.,"A",.,"A",60,"D"
"20115",2321983,32,0,"1",20,"D",.,"A",30,"D"
"20115",2322003,49,0,"1",50,"D",.,"A",.,"A"
"20115",2322113,41,0,"1",.,"A",.,"A",63,"D"
"20115",2322133,20,0,"1",.,"A",.,"A",150,"D"
"20115",2322643,31,0,"1",16,"D",.,"A",.,"A"
"20115",2322713,27,0,"1",.,"A",.,"A",90,"D"
"20115",2323173,40,0,"1",.,"A",.,"A",0,"D"
"20115",2323453,75,0,"1",30,"D",.,"A",.,"A"
"20115",2323743,54,0,"1",10,"D",.,"A",.,"A"
"20115",2324063,40,0,"1",.,"A",.,"A",0,"D"
"20115",2324224,61,0,"1",0,"D",.,"A",.,"A"
"20115",2324265,34,0,"1",9,"D",.,"A",.,"A"
"20115",2325295,19,0,"1",.,"A",60,"D",.,"A"
"20115",2325563,37,0,"1",60,"D",.,"A",.,"A"
"20115",2325663,35,0,"1",12,"D",.,"A",.,"A"
"20115",2325853,61,0,"1",35,"D",.,"A",.,"A"
"20115",2326033,28,0,"1",90,"D",.,"A",.,"A"
"20115",2326043,38,0,"1",.,"A",.,"A",25,"D"
"20115",2326295,29,0,"1",.,"A",.,"A",30,"D"
"20115",2326525,32,0,"1",.,"A",.,"A",90,"D"
"20115",2326545,23,0,"1",.,"A",.,"A",110,"D"
"20115",2326723,54,0,"1",.,"A",.,"A",120,"D"
"20115",2326853,69,0,"1",5,"D",.,"A",.,"A"
"20115",2327253,33,0,"1",.,"A",.,"A",149,"D"
"20115",2327403,66,0,"1",55,"D",.,"A",.,"A"
"20115",2327463,50,0,"1",.,"A",.,"A",100,"D"
"20115",2327533,25,0,"1",36,"D",.,"A",.,"A"
"20115",2327823,34,0,"1",.,"A",.,"A",20,"D"
"20115",2327883,34,0,"1",0,"D",.,"A",.,"A"
"20115",2327993,41,0,"1",.,"A",.,"A",96,"D"
"20115",2328063,60,0,"1",.,"A",.,"A",100,"D"
"20115",2328253,68,0,"1",.,"A",.,"A",150,"D"
"20115",2328543,42,0,"1",.,"A",20,"D",.,"A"
"20115",2328613,31,0,"1",60,"D",.,"A",.,"A"
"20115",2328753,89,0,"1",.,"A",.,"A",30,"D"
"20115",2328873,46,0,"1",80,"D",.,"A",.,"A"
"20115",2329603,67,0,"1",.,"A",.,"A",20,"D"
"20115",2329693,41,0,"1",80,"D",.,"A",.,"A"
"20115",2329983,31,0,"1",.,"A",.,"A",150,"D"
"20115",2330033,52,0,"1",.,"A",.,"A",159,"D"
"20115",2330333,45,0,"1",50,"D",.,"A",.,"A"
"20115",2331043,40,0,"1",35,"D",.,"A",100,"D"
"20115",2331093,50,0,"1",.,"A",.,"A",100,"D"
"20115",2331523,24,0,"1",.,"A",.,"A",43,"D"
"20115",2331603,40,0,"1",10,"D",.,"A",.,"A"
"20115",2331853,72,0,"1",.,"A",.,"A",39,"D"
"20115",2331983,45,0,"1",50,"D",.,"A",.,"A"
"20115",2332363,32,0,"1",5,"D",.,"A",.,"A"
"20115",2332773,27,0,"1",0,"D",.,"A",.,"A"
"20115",2332883,19,0,"1",50,"D",.,"A",.,"A"
"20115",2333153,25,0,"1",.,"A",.,"A",150,"D"
"20115",2333233,31,0,"1",120,"D",.,"A",.,"A"
"20115",2333283,45,0,"1",.,"A",.,"A",20,"D"
"20115",2333353,40,0,"1",35,"D",.,"A",200,"D"
"20115",2333653,33,0,"1",.,"A",.,"A",0,"D"
"20115",2334313,51,0,"1",20,"D",.,"A",.,"A"
"20115",2334363,39,0,"1",0,"D",.,"A",.,"A"
"20115",2334463,21,0,"1",.,"A",.,"A",20,"D"
"20115",2334663,43,0,"1",.,"A",.,"A",20,"D"
"20115",2334723,49,0,"1",0,"D",.,"A",.,"A"
"20115",2334803,25,0,"1",.,"A",.,"A",150,"D"
"20115",2335413,31,0,"1",0,"D",.,"A",.,"A"
"20115",2335743,61,0,"1",60,"D",.,"A",.,"A"
"20115",2335893,18,0,"1",.,"A",.,"A",.,"A"
"20115",2335923,49,0,"1",.,"A",.,"A",210,"D"
"20115",2336023,63,0,"1",30,"D",.,"A",100,"D"
"20115",2336043,27,0,"1",50,"D",.,"A",.,"A"
"20115",2336233,73,0,"1",68,"D",.,"A",.,"A"
"20115",2336373,71,0,"1",.,"A",.,"A",24,"D"
"20115",2336443,97,0,"1",47,"D",.,"A",.,"A"
"20115",2336603,33,0,"1",45,"D",.,"A",.,"A"
"20115",2336924,43,0,"1",60,"D",.,"A",.,"A"
"20115",2336993,23,0,"1",.,"A",.,"A",60,"D"
"20115",2337243,25,0,"1",.,"A",.,"A",60,"D"
"20115",2337363,56,0,"1",.,"A",.,"A",40,"D"
"20115",2337443,51,0,"1",.,"A",455,"D",.,"A"
"20115",2337515,19,0,"1",10,"D",.,"A",.,"A"
"20115",2337725,22,0,"1",0,"D",.,"A",.,"A"
"20115",2338013,51,0,"1",.,"A",.,"A",20,"D"
"20115",2338593,42,0,"1",.,"A",.,"A",20,"D"
"20115",2338633,54,0,"1",.,"A",.,"A",100,"D"
"20115",2339163,40,0,"1",0,"D",.,"A",.,"A"
"20115",2339333,42,0,"1",0,"D",.,"A",.,"A"
"20115",2339343,40,0,"1",10,"D",.,"A",.,"A"
"20115",2340143,31,0,"1",20,"D",.,"A",.,"A"
"20115",2340543,55,0,"1",10,"D",.,"A",.,"A"
"20115",2341495,39,0,"1",20,"D",.,"A",.,"A"
"20115",2341513,47,0,"1",5,"D",.,"A",.,"A"
"20115",2341853,49,0,"1",25,"D",.,"A",.,"A"
"20115",2341863,28,0,"1",180,"D",.,"A",.,"A"
"20115",2342552,37,0,"1",0,"D",.,"A",.,"A"
"20115",2342675,39,0,"1",230,"D",.,"A",.,"A"
"20115",2342832,62,0,"1",100,"D",.,"A",.,"A"
"20115",2343174,37,0,"1",50,"D",.,"A",.,"A"
"20115",2343204,31,0,"1",10,"D",.,"A",.,"A"
"20115",2343292,37,0,"1",30,"D",.,"A",.,"A"
"20115",2343602,58,0,"1",20,"D",.,"A",.,"A"
"20115",2343732,46,0,"1",0,"D",.,"A",.,"A"
"20115",2343742,42,0,"1",.,"A",.,"A",0,"D"
"20115",2344002,62,0,"1",.,"A",.,"A",90,"D"
"20115",2344042,35,0,"1",30,"D",.,"A",.,"A"
"20115",2344082,81,0,"1",40,"D",.,"A",.,"A"
"20115",2344142,30,0,"1",.,"A",.,"A",30,"D"
"20115",2344212,59,0,"1",60,"D",.,"A",.,"A"
"20115",2344462,63,0,"1",.,"A",.,"A",20,"D"
"20115",2344572,41,0,"1",25,"D",.,"A",.,"A"
"20115",2344602,31,0,"1",2,"D",.,"A",.,"A"
"20115",2344692,38,0,"1",45,"D",.,"A",.,"A"
"20115",2344832,78,0,"1",.,"A",.,"A",60,"D"
"20115",2345082,84,0,"1",210,"D",.,"A",.,"A"
"20115",2345462,31,0,"1",120,"D",.,"A",.,"A"
"20115",2345962,34,0,"1",.,"A",.,"A",50,"D"
"20115",2346092,61,0,"1",75,"D",.,"A",.,"A"
"20115",2346182,28,0,"1",90,"D",.,"A",.,"A"
"20115",2346272,20,0,"1",.,"A",.,"A",150,"D"
"20115",2346422,24,0,"1",.,"A",.,"A",90,"D"
"20115",2346502,34,0,"1",0,"D",.,"A",.,"A"
"20115",2346642,53,0,"1",20,"D",.,"A",.,"A"
"20115",2346735,28,0,"1",.,"A",.,"A",.,"A"
"20115",2346822,49,0,"1",25,"D",.,"A",.,"A"
"20115",2347012,32,0,"1",.,"A",.,"A",30,"D"
"20115",2347392,47,0,"1",.,"A",.,"A",35,"D"
"20115",2347452,35,0,"1",15,"D",.,"A",.,"A"
"20115",2347552,69,0,"1",.,"A",.,"A",60,"D"
"20115",2347582,20,0,"1",0,"D",.,"A",.,"A"
"20115",2347972,59,0,"1",10,"D",.,"A",.,"A"
"20115",2348012,47,0,"1",.,"A",.,"A",40,"D"
"20115",2348092,50,0,"1",.,"A",.,"A",105,"D"
"20115",2348162,20,0,"1",.,"A",.,"A",540,"D"
"20115",2349162,43,0,"1",.,"A",5,"D",.,"A"
"20115",2349262,61,0,"1",5,"D",.,"A",.,"A"
"20115",2349633,63,0,"1",.,"A",.,"A",160,"D"
"20115",2349682,56,0,"1",0,"D",.,"A",.,"A"
"20115",2350102,55,0,"1",.,"A",.,"A",45,"D"
"20115",2350122,46,0,"1",.,"A",.,"A",20,"D"
"20115",2350152,26,0,"1",20,"D",.,"A",.,"A"
"20115",2350203,38,0,"1",10,"D",.,"A",.,"A"
"20115",2350492,25,0,"1",.,"A",.,"A",103,"D"
"20115",2350734,23,0,"1",.,"A",.,"A",60,"D"
"20115",2350972,60,0,"1",.,"A",.,"A",21,"D"
"20115",2351102,79,0,"1",.,"A",.,"A",45,"D"
"20115",2351682,21,0,"1",.,"A",20,"D",.,"A"
"20115",2351802,36,0,"1",5,"D",.,"A",.,"A"
"20115",2351912,49,0,"1",10,"D",.,"A",.,"A"
"20115",2352012,51,0,"1",.,"A",.,"A",70,"D"
"20115",2352042,34,0,"1",.,"A",.,"A",150,"D"
"20115",2352392,53,0,"1",24,"D",.,"A",.,"A"
"20115",2352482,51,0,"1",86,"D",.,"A",.,"A"
"20115",2352502,25,0,"1",.,"A",.,"A",120,"D"
"20115",2352512,30,0,"1",.,"A",.,"A",0,"D"
"20115",2352522,44,0,"1",50,"D",.,"A",.,"A"
"20115",2352662,88,0,"1",.,"A",.,"A",109,"D"
"20115",2352762,35,0,"1",30,"D",.,"A",.,"A"
"20115",2352782,51,0,"1",75,"D",.,"A",.,"A"
"20115",2352812,42,0,"1",.,"A",0,"D",.,"A"
"20115",2352832,26,0,"1",30,"D",.,"A",.,"A"
"20115",2353022,36,0,"1",20,"D",.,"A",.,"A"
"20115",2353052,61,0,"1",.,"A",.,"A",147,"D"
"20115",2353132,83,0,"1",50,"D",.,"A",.,"A"
"20115",2353352,49,0,"1",30,"D",.,"A",.,"A"
"20115",2353472,59,0,"1",.,"A",.,"A",75,"D"
"20115",2353522,40,0,"1",20,"D",.,"A",.,"A"
"20115",2354412,52,0,"1",.,"A",.,"A",200,"D"
"20115",2354752,59,0,"1",15,"D",.,"A",.,"A"
"20115",2354772,25,0,"1",32,"F",.,"A",.,"A"
"20115",2355142,31,0,"1",.,"A",.,"A",.,"A"
"20115",2355172,43,0,"1",80,"D",.,"A",.,"A"
"20115",2355602,33,0,"1",.,"A",.,"A",25,"D"
"20115",2355612,46,0,"1",.,"A",.,"A",300,"D"
"20115",2355782,55,0,"1",.,"A",.,"A",150,"D"
"20115",2356092,55,0,"1",.,"A",.,"A",50,"D"
"20115",2356472,51,0,"1",.,"A",.,"A",20,"D"
"20115",2356484,61,0,"1",15,"D",.,"A",.,"A"
"20115",2357082,50,0,"1",.,"A",.,"A",400,"D"
"20115",2357172,56,0,"1",.,"A",.,"A",0,"D"
"20115",2357212,38,0,"1",40,"D",.,"A",.,"A"
"20115",2357372,87,0,"1",.,"A",1,"D",.,"A"
"20115",2357632,70,0,"1",30,"D",.,"A",.,"A"
"20115",2357782,62,0,"1",.,"A",.,"A",160,"D"
"20115",2357822,48,0,"1",.,"A",.,"A",100,"D"
"20115",2358562,57,0,"1",.,"A",.,"A",150,"D"
"20115",2359152,42,0,"1",.,"A",.,"A",200,"D"
"20115",2359342,45,0,"1",135,"D",.,"A",.,"A"
"20115",2359592,38,0,"1",50,"D",.,"A",.,"A"
"20115",2359652,23,0,"1",10,"D",.,"A",.,"A"
"20115",2360232,38,0,"1",.,"A",.,"A",30,"D"
"20115",2360332,71,0,"1",.,"A",.,"A",60,"D"
"20115",2360412,29,0,"1",.,"A",0,"D",0,"D"
"20115",2360522,23,0,"1",.,"A",2,"D",.,"A"
"20115",2360542,22,0,"1",40,"D",.,"A",.,"A"
"20115",2360572,36,0,"1",80,"D",.,"A",.,"A"
"20115",2360922,51,0,"1",20,"D",.,"A",.,"A"
"20115",2360965,26,0,"1",60,"D",.,"A",.,"A"
"20115",2360992,47,0,"1",.,"A",.,"A",20,"D"
"20115",2361215,38,0,"1",.,"A",.,"A",0,"D"
"20115",2361422,44,0,"1",32,"D",.,"A",.,"A"
"20115",2361472,23,0,"1",.,"A",.,"A",60,"D"
"20115",2361812,95,0,"1",.,"A",.,"A",30,"D"
"20115",2362142,59,0,"1",.,"A",.,"A",166,"D"
"20115",2362432,52,0,"1",.,"A",.,"A",30,"D"
"20115",2362612,31,0,"1",30,"D",.,"A",.,"A"
"20115",2362682,58,0,"1",.,"A",.,"A",250,"D"
"20115",2363223,45,0,"1",.,"A",1,"D",.,"A"
"20115",2363372,41,0,"1",.,"A",.,"A",35,"D"
"20115",2363562,26,0,"1",.,"A",.,"A",0,"D"
"20115",2363692,30,0,"1",100,"D",.,"A",.,"A"
"20115",2363742,27,0,"1",.,"A",.,"A",0,"D"
"20115",2364403,23,0,"1",.,"A",.,"A",100,"D"
"20115",2364842,46,0,"1",60,"D",.,"A",.,"A"
"20115",2365102,49,0,"1",.,"A",.,"A",60,"D"
"20115",2365212,35,0,"1",.,"A",.,"A",35,"D"
"20115",2365682,32,0,"1",.,"A",.,"A",200,"D"
"20115",2365812,42,0,"1",100,"D",.,"A",.,"A"
"20115",2366212,27,0,"1",35,"D",.,"A",.,"A"
"20115",2366232,34,0,"1",.,"A",.,"A",29,"D"
"20115",2366402,46,0,"1",25,"D",.,"A",.,"A"
"20115",2366422,36,0,"1",.,"A",.,"A",120,"D"
"20115",2366522,47,0,"1",.,"A",.,"A",.,"A"
"20115",2366902,78,0,"1",20,"D",.,"A",.,"A"
"20115",2367852,43,0,"1",20,"D",.,"A",.,"A"
"20115",2367942,55,0,"1",.,"A",.,"A",150,"D"
"20115",2368242,30,0,"1",.,"A",20,"D",.,"A"
"20115",2368362,39,0,"1",.,"A",.,"A",50,"D"
"20115",2368652,29,0,"1",110,"D",.,"A",.,"A"
"20115",2368972,28,0,"1",10,"D",.,"A",.,"A"
"20115",2369232,33,0,"1",24,"D",.,"A",.,"A"
"20115",2369582,30,0,"1",0,"D",.,"A",.,"A"
"20115",2369752,32,0,"1",10,"D",.,"A",.,"A"
"20115",2369912,63,0,"1",0,"D",.,"A",.,"A"
"20115",2370072,49,0,"1",0,"D",.,"A",.,"A"
"20115",2370332,19,0,"1",4,"D",.,"A",.,"A"
"20115",2370522,54,0,"1",.,"A",.,"A",50,"D"
"20115",2370552,63,0,"1",.,"A",.,"A",25,"D"
"20115",2371352,30,0,"1",5,"D",.,"A",.,"A"
